event_id,fight_id,fighter,w,str,td,sub,pass,weight_class,win_by,method,round,time,date,location,attendance,event_name,url
404,4236,Trevin Giles,W,41,5,0,6,Light Heavyweight,KO/TKO,Punch,2,2:54,"July 08, 2017","Las Vegas, Nevada, USA","12,834",UFC 213: Romero vs. Whittaker,http://www.ufcstats.com/fight-details/e1100fc357e61fba
404,4236,James Bochnovic,L,5,0,0,0,Light Heavyweight,KO/TKO,Punch,2,2:54,"July 08, 2017","Las Vegas, Nevada, USA","12,834",UFC 213: Romero vs. Whittaker,http://www.ufcstats.com/fight-details/e1100fc357e61fba
403,4235,Justin Gaethje,W,104,0,0,0,Lightweight,KO/TKO,Knees,2,4:48,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/0d5356c506111a57
403,4235,Michael Johnson,L,91,1,0,0,Lightweight,KO/TKO,Knees,2,4:48,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/0d5356c506111a57
403,4234,Jesse Taylor,W,21,2,2,5,Welterweight,SUB,Rear Naked Choke,2,0:43,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/5934de85b9c53e7c
403,4234,Dhiego Lima,L,4,0,0,0,Welterweight,SUB,Rear Naked Choke,2,0:43,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/5934de85b9c53e7c
403,4233,Drakkar Klose,W,39,3,0,1,Lightweight,S-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/6f836a82a0530884
403,4233,Marc Diakiese,L,34,2,0,1,Lightweight,S-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/6f836a82a0530884
403,4232,Jared Cannonier,W,84,1,0,1,Light Heavyweight,KO/TKO,Elbows,3,2:08,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/e97b609eefc5fd61
403,4232,Nick Roehrick,L,28,0,0,0,Light Heavyweight,KO/TKO,Elbows,3,2:08,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/e97b609eefc5fd61
403,4231,Brad Tavares,W,31,1,0,2,Middleweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/6ec0a046de95fe16
403,4231,Elias Theodorou,L,34,3,0,0,Middleweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/6ec0a046de95fe16
403,4230,Jordan Johnson,W,42,2,0,0,Light Heavyweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/3e5a3ecd2b123fc2
403,4230,Marcel Fortuna,L,53,0,0,0,Light Heavyweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/3e5a3ecd2b123fc2
403,4229,Angela Hill,W,47,1,0,0,Women's Strawweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/c94c3e4bbed24421
403,4229,Ashley Yoder,L,26,3,0,1,Women's Strawweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/c94c3e4bbed24421
403,4228,James Krause,W,106,0,0,0,Welterweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/c7c7be3b0d65a7da
403,4228,Tom Gallicchio,L,53,1,0,1,Welterweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/c7c7be3b0d65a7da
403,4227,CB Dollaway,W,54,6,1,5,Light Heavyweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/7f3bd3b913df61f4
403,4227,Ed Herman,L,24,1,3,3,Light Heavyweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/7f3bd3b913df61f4
403,4226,Tecia Torres,W,15,0,1,1,Women's Strawweight,SUB,Rear Naked Choke,2,0:53,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/f0ac3761d3fdda3e
403,4226,Juliana Lima,L,6,1,0,0,Women's Strawweight,SUB,Rear Naked Choke,2,0:53,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/f0ac3761d3fdda3e
403,4225,Gray Maynard,W,16,11,2,6,Featherweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/88c2da7b33cca8d4
403,4225,Teruto Ishihara,L,8,0,0,0,Featherweight,U-DEC,,3,5:00,"July 07, 2017","Las Vegas, Nevada, USA","6,308",The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/fight-details/88c2da7b33cca8d4
402,4224,Kevin Lee,W,22,1,1,1,Lightweight,SUB,Rear Naked Choke,1,4:37,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/7013a95ea4014606
402,4224,Michael Chiesa,L,4,0,0,0,Lightweight,SUB,Rear Naked Choke,1,4:37,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/7013a95ea4014606
402,4223,Tim Boetsch,W,41,0,0,0,Middleweight,KO/TKO,Punches,2,0:46,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/0ad57af26ddc7930
402,4223,Johny Hendricks,L,10,0,0,0,Middleweight,KO/TKO,Punches,2,0:46,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/0ad57af26ddc7930
402,4222,Felice Herrig,W,47,2,1,15,Women's Strawweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/bd59c07a106d331b
402,4222,Justine Kish,L,40,0,0,2,Women's Strawweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/bd59c07a106d331b
402,4221,Dominick Reyes,W,13,0,0,0,Light Heavyweight,KO/TKO,Punches,1,0:29,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/ae5c7517d9f2516c
402,4221,Joachim Christensen,L,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,0:29,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/ae5c7517d9f2516c
402,4220,Tim Means,W,64,0,0,0,Welterweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/b53fd8bce62aa1c6
402,4220,Alex Garcia,L,32,0,0,0,Welterweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/b53fd8bce62aa1c6
402,4219,Dennis Siver,W,103,0,0,0,Featherweight,M-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/3a4d2a933a3c7291
402,4219,BJ Penn,L,57,0,0,1,Featherweight,M-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/3a4d2a933a3c7291
402,4218,Clay Guida,W,38,2,0,4,Lightweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/9a79a4b97a0f1e24
402,4218,Erik Koch,L,13,0,0,0,Lightweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/9a79a4b97a0f1e24
402,4217,Marvin Vettori,W,69,3,0,3,Middleweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/3d1f83264d87c529
402,4217,Vitor Miranda,L,51,0,0,0,Middleweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/3d1f83264d87c529
402,4216,Carla Esparza,W,40,6,0,0,Women's Strawweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/1bd52b0c01018f4a
402,4216,Maryna Moroz,L,38,0,1,0,Women's Strawweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/1bd52b0c01018f4a
402,4215,Darrell Horcher,W,37,0,2,3,Lightweight,S-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/f7ae397fefa57c70
402,4215,Devin Powell,L,43,0,2,1,Lightweight,S-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/f7ae397fefa57c70
402,4214,Jared Gordon,W,67,4,0,5,Featherweight,KO/TKO,Punches,2,4:24,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/1e75ee0da189857b
402,4214,Michel Quinones,L,16,0,0,0,Featherweight,KO/TKO,Punches,2,4:24,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/1e75ee0da189857b
402,4213,Anthony Rocco Martin,W,82,1,1,0,Lightweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/eafda776967c6444
402,4213,Johnny Case,L,92,0,0,0,Lightweight,U-DEC,,3,5:00,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/eafda776967c6444
402,4212,Jeremy Kimball,W,17,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:21,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/aebdb007f8d1348a
402,4212,Josh Stansbury,L,4,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:21,"June 25, 2017","Oklahoma City, Oklahoma, USA","7,605",UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/fight-details/aebdb007f8d1348a
401,4211,Holly Holm,W,25,0,0,0,Women's Bantamweight,KO/TKO,Kick,3,1:09,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/0096879f5708526b
401,4211,Bethe Correia,L,15,0,0,0,Women's Bantamweight,KO/TKO,Kick,3,1:09,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/0096879f5708526b
401,4210,Marcin Tybura,W,51,2,0,6,Heavyweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/205ad947e8c94901
401,4210,Andrei Arlovski,L,28,0,0,0,Heavyweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/205ad947e8c94901
401,4209,Colby Covington,W,47,8,0,1,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/b6464850da8f3099
401,4209,Dong Hyun Kim,L,19,2,0,0,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/b6464850da8f3099
401,4208,Rafael Dos Anjos,W,81,1,1,0,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/a69a155a25b84679
401,4208,Tarec Saffiedine,L,60,1,0,1,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/a69a155a25b84679
401,4207,Jon Tuck,W,7,0,1,1,Lightweight,SUB,Rear Naked Choke,1,1:12,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/fc2585e234e49dee
401,4207,Takanori Gomi,L,0,0,0,0,Lightweight,SUB,Rear Naked Choke,1,1:12,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/fc2585e234e49dee
401,4206,Walt Harris,W,21,0,0,0,Heavyweight,KO/TKO,Elbows,1,1:44,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/9072bf6135cad3e0
401,4206,Cyril Asker,L,2,0,0,0,Heavyweight,KO/TKO,Elbows,1,1:44,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/9072bf6135cad3e0
401,4205,Alex Caceres,W,51,0,1,1,Featherweight,KO/TKO,,2,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/b66f4fa1b9b96b51
401,4205,Rolando Dy,L,20,1,0,1,Featherweight,KO/TKO,,2,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/b66f4fa1b9b96b51
401,4204,Ulka Sasaki,W,21,2,1,2,Flyweight,SUB,Rear Naked Choke,2,3:19,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/a71e4206f87ae74c
401,4204,Justin Scoggins,L,37,1,0,1,Flyweight,SUB,Rear Naked Choke,2,3:19,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/a71e4206f87ae74c
401,4203,Jingliang Li,W,94,2,0,0,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/8984ab656cb1818d
401,4203,Frank Camacho,L,35,1,0,1,Welterweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/8984ab656cb1818d
401,4202,Russell Doane,W,17,0,0,0,Bantamweight,KO/TKO,Punches,1,4:09,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/361e67af5f462aea
401,4202,Kwan Ho Kwak,L,10,1,0,0,Bantamweight,KO/TKO,Punches,1,4:09,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/361e67af5f462aea
401,4201,Naoki Inoue,W,62,0,5,5,Flyweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/e7b5a8c97106ca60
401,4201,Carls John De Tomas,L,30,2,0,1,Flyweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/e7b5a8c97106ca60
401,4200,Lucie Pudilova,W,53,0,2,1,Women's Bantamweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/7d14f95d03afb359
401,4200,Ji Yeon Kim,L,60,0,0,0,Women's Bantamweight,U-DEC,,3,5:00,"June 17, 2017","Kallang, Singapore","8,411",UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/fight-details/7d14f95d03afb359
400,4199,Mark Hunt,W,59,0,0,0,Heavyweight,KO/TKO,Punches,4,3:51,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/cd96998e837b0da1
400,4199,Derrick Lewis,L,51,0,0,0,Heavyweight,KO/TKO,Punches,4,3:51,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/cd96998e837b0da1
400,4198,Derek Brunson,W,8,0,0,0,Middleweight,KO/TKO,Punch,1,1:16,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/ad772f626b5dd31d
400,4198,Daniel Kelly,L,1,0,0,0,Middleweight,KO/TKO,Punch,1,1:16,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/ad772f626b5dd31d
400,4197,Dan Hooker,W,69,0,0,0,Lightweight,KO/TKO,Knee,2,3:02,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/dc7ba55ca764cfbe
400,4197,Ross Pearson,L,38,0,0,0,Lightweight,KO/TKO,Knee,2,3:02,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/dc7ba55ca764cfbe
400,4196,Ion Cutelaba,W,15,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:22,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/4507354cd97f10e5
400,4196,Henrique da Silva,L,1,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:22,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/4507354cd97f10e5
400,4195,Ben Nguyen,W,3,1,1,1,Flyweight,SUB,Rear Naked Choke,1,0:49,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/2dfa31667cee74c3
400,4195,Tim Elliott,L,1,0,0,0,Flyweight,SUB,Rear Naked Choke,1,0:49,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/2dfa31667cee74c3
400,4194,Alexander Volkanovski,W,87,4,0,1,Featherweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/e4db3b1669d498c3
400,4194,Mizuto Hirota,L,46,0,0,0,Featherweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/e4db3b1669d498c3
400,4193,Vinc Pichel,W,19,0,0,0,Lightweight,KO/TKO,Punch,1,3:37,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/165d3a571fcc5e3c
400,4193,Damien Brown,L,21,0,0,0,Lightweight,KO/TKO,Punch,1,3:37,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/165d3a571fcc5e3c
400,4192,Luke Jumeau,W,40,0,0,0,Welterweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/288b479c485c48b2
400,4192,Dominique Steele,L,44,1,0,1,Welterweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/288b479c485c48b2
400,4191,John Moraga,W,56,2,4,10,Flyweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/11cb7d7d774d5e6a
400,4191,Ashkan Mokhtarian,L,12,1,0,0,Flyweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/11cb7d7d774d5e6a
400,4190,Zak Ottow,W,37,2,0,1,Welterweight,S-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/1b1d1900b4051344
400,4190,Kiichi Kunimoto,L,25,2,0,2,Welterweight,S-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/1b1d1900b4051344
400,4189,JJ Aldrich,W,98,0,0,0,Women's Strawweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/bd4a648bebaefab3
400,4189,Chanmi Jeon,L,92,0,0,0,Women's Strawweight,U-DEC,,3,5:00,"June 10, 2017","Auckland, New Zealand","8,649",UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/fight-details/bd4a648bebaefab3
399,4188,Max Holloway,W,104,0,0,3,Featherweight,KO/TKO,Punches,3,4:13,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/9ed0c3acc436eb56
399,4188,Jose Aldo,L,55,0,0,0,Featherweight,KO/TKO,Punches,3,4:13,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/9ed0c3acc436eb56
399,4187,Claudia Gadelha,W,8,1,1,2,Women's Strawweight,SUB,Rear Naked Choke,1,3:03,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/5bfaa389a67139fd
399,4187,Karolina Kowalkiewicz,L,9,0,0,0,Women's Strawweight,SUB,Rear Naked Choke,1,3:03,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/5bfaa389a67139fd
399,4186,Vitor Belfort,W,37,0,0,0,Middleweight,U-DEC,,3,5:00,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/823e9449bd47e408
399,4186,Nate Marquardt,L,57,1,0,0,Middleweight,U-DEC,,3,5:00,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/823e9449bd47e408
399,4185,Paulo Costa,W,43,0,0,0,Middleweight,KO/TKO,Punches,2,1:06,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/6b581bb1bc9289ef
399,4185,Oluwale Bamgbose,L,33,2,0,1,Middleweight,KO/TKO,Punches,2,1:06,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/6b581bb1bc9289ef
399,4184,Yancy Medeiros,W,33,0,0,0,Welterweight,KO/TKO,Punch,2,2:01,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/6c9fdcb95393a49c
399,4184,Erick Silva,L,29,0,0,0,Welterweight,KO/TKO,Punch,2,2:01,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/6c9fdcb95393a49c
399,4183,Raphael Assuncao,W,43,0,0,0,Bantamweight,S-DEC,,3,5:00,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/228879162d8be605
399,4183,Marlon Moraes,L,44,0,0,0,Bantamweight,S-DEC,,3,5:00,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/228879162d8be605
399,4182,Antonio Carlos Junior,W,12,1,2,5,Middleweight,SUB,Rear Naked Choke,2,3:49,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/3ad3acca165a5d90
399,4182,Eric Spicely,L,17,1,0,0,Middleweight,SUB,Rear Naked Choke,2,3:49,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/3ad3acca165a5d90
399,4181,Matthew Lopez,W,43,1,0,0,Bantamweight,KO/TKO,Punches,1,2:57,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/36f0c6d7126e09ee
399,4181,Johnny Eduardo,L,16,0,1,0,Bantamweight,KO/TKO,Punches,1,2:57,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/36f0c6d7126e09ee
399,4180,Brian Kelleher,W,4,0,1,0,Bantamweight,SUB,Guillotine Choke,1,1:48,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","15,412",UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/fight-details/cb2844bb15d22cc6
