fight_id,event_id,date,weight_class,winner,loser,win_by,method,round,time,time_format,title_fight,fight_of_night,performance_bonus,fight_name,referee,attendance,location,event_name,url
4991,467,2019-02-17,Women's Strawweight,Emily Whitmire,Alexandra Albu,SUB,Rear Naked Choke,1,1:01,3 Rnd (5-5-5),False,False,False,Women's Strawweight Bout,Ryan Brueggeman,"14,269","Phoenix, Arizona, USA",UFC Fight Night: Ngannou vs. Velasquez,http://www.ufcstats.com/fight-details/a9184def876faec6
4990,466,2019-02-09,Middleweight,Israel Adesanya,Anderson Silva,U-DEC,,3,5:00,3 Rnd (5-5-5),False,True,False,Middleweight Bout,Herb Dean,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/4eb91cfc892a108e
4989,466,2019-02-09,Lightweight,Lando Vannata,Marcos Mariano,SUB,Kimura,1,4:55,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Steve Perceval,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/aa71cf96ba4e5a36
4988,466,2019-02-09,Bantamweight,Ricky Simon,Rani Yahya,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Steve Perceval,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/069e3e704cbf6337
4987,466,2019-02-09,Women's Flyweight,Montana De La Rosa,Nadia Kassem,SUB,Armbar,2,2:37,3 Rnd (5-5-5),False,False,True,Women's Flyweight Bout,Peter Hickmott,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/fd1854062406d287
4986,466,2019-02-09,Light Heavyweight,Jimmy Crute,Sam Alvey,KO/TKO,Punches,1,2:49,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Marc Goddard,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/e4862c4f20117cb8
4985,466,2019-02-09,Lightweight,Devonte Smith,Dong Hyun Ma,KO/TKO,Punch,1,3:53,3 Rnd (5-5-5),False,False,True,Lightweight Bout,Herb Dean,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/5ff8463edf8155c0
4984,466,2019-02-09,Featherweight,Shane Young,Austin Arnett,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Featherweight Bout,Greg Kleynjans,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/49f7186e1e3cf6c8
4983,466,2019-02-09,Flyweight,Kai Kara-France,Raulian Paiva,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Flyweight Bout,Marc Goddard,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/51db35a3cf225bda
4982,466,2019-02-09,Bantamweight,Kyung Ho Kang,Teruto Ishihara,SUB,Rear Naked Choke,1,3:59,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Herb Dean,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/b247a1900cfae052
4981,466,2019-02-09,Lightweight,Jalin Turner,Callan Potter,KO/TKO,Kick,1,0:53,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Peter Hickmott,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/11c0ef97497303ef
4980,466,2019-02-09,Bantamweight,Jonathan Martinez,Wuliji Buren,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Greg Kleynjans,"15,238","Melbourne, Victoria, Australia",UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/fight-details/8e43d61ca6f2d904
4979,465,2019-02-02,Bantamweight,Marlon Moraes,Raphael Assuncao,SUB,Guillotine Choke,1,3:17,5 Rnd (5-5-5-5-5),False,False,True,Bantamweight Bout,Jason Herzog,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/4e8b2357fea211e9
4978,465,2019-02-02,Featherweight,Jose Aldo,Renato Moicano,KO/TKO,Punches,2,0:44,3 Rnd (5-5-5),False,False,True,Featherweight Bout,Jerin Valel,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/300f1489174a3ece
4977,465,2019-02-02,Welterweight,Demian Maia,Lyman Good,SUB,Rear Naked Choke,1,2:38,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Osiris Maia,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/ce246b336b6bd638
4976,465,2019-02-02,Lightweight,Charles Oliveira,David Teymur,SUB,Anaconda Choke,2,0:55,3 Rnd (5-5-5),False,False,True,Lightweight Bout,Jerin Valel,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/85036b967403cdab
4975,465,2019-02-02,Light Heavyweight,Johnny Walker,Justin Ledet,KO/TKO,Spinning Back Fist,1,0:15,3 Rnd (5-5-5),False,False,True,Light Heavyweight Bout,Eduardo Herdy,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/44cfd4330eb6e2bf
4974,465,2019-02-02,Women's Strawweight,Livinha Souza,Sarah Frota,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Women's Strawweight Bout,Camila Albuquerque,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/53abea410a0541c8
4973,465,2019-02-02,Middleweight,Markus Perez,Anthony Hernandez,SUB,Anaconda Choke,2,1:07,3 Rnd (5-5-5),False,False,False,Middleweight Bout,Eduardo Herdy,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/ebb685a81f65ce1b
4972,465,2019-02-02,Women's Flyweight,Mara Romero Borella,Taila Santos,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Women's Flyweight Bout,Camila Albuquerque,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/904e0e46392dff93
4971,465,2019-02-02,Welterweight,Thiago Alves,Max Griffin,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Jason Herzog,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/59097097bc09cdef
4970,465,2019-02-02,Heavyweight,Jairzinho Rozenstruik,Junior Albini,KO/TKO,Kick,2,0:54,3 Rnd (5-5-5),False,False,False,Heavyweight Bout,Joao Claudio Soares,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/491b7d974254596d
4969,465,2019-02-02,Featherweight,Geraldo de Freitas,Felipe Colares,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Featherweight Bout,Osiris Maia,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/818456a713fdabe6
4968,465,2019-02-02,Bantamweight,Said Nurmagomedov,Ricardo Ramos,KO/TKO,Spinning Back Kick,1,2:28,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Joao Claudio Soares,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/9192053a3884aadf
4967,465,2019-02-02,Flyweight,Rogerio Bontorin,Magomed Bibulatov,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Flyweight Bout,Jerin Valel,"10,040","Fortaleza, Ceara, Brazil",UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/fight-details/8f8a6c578308d014
4966,464,2019-01-19,Flyweight,Henry Cejudo,TJ Dillashaw,KO/TKO,Punches,1,0:32,5 Rnd (5-5-5-5-5),True,False,True,UFC Flyweight Title Bout,Kevin MacDonald,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/85511ab7fd9ed061
4965,464,2019-01-19,Heavyweight,Allen Crowder,Greg Hardy,DQ,,2,2:28,3 Rnd (5-5-5),False,False,False,Heavyweight Bout,Dan Miragliotta,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/8da2c348ba6001a0
4964,464,2019-01-19,Lightweight,Gregor Gillespie,Yancy Medeiros,KO/TKO,Punches,2,4:59,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Todd Ronald Anderson,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/0261adcfc6e49150
4963,464,2019-01-19,Flyweight,Joseph Benavidez,Dustin Ortiz,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Flyweight Bout,Blake Grice,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/4738cd4cd8d33eeb
4962,464,2019-01-19,Women's Flyweight,Paige VanZant,Rachael Ostovich,SUB,Armbar,2,1:50,3 Rnd (5-5-5),False,False,False,Women's Flyweight Bout,Kevin MacDonald,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/7ddd21d48e3b34b9
4961,464,2019-01-19,Light Heavyweight,Glover Teixeira,Karl Roberson,SUB,Arm Triangle,1,3:21,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Dan Miragliotta,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/5d1f24e034772338
4960,464,2019-01-19,Lightweight,Donald Cerrone,Alexander Hernandez,KO/TKO,Kick,2,3:43,3 Rnd (5-5-5),False,True,True,Lightweight Bout,Todd Ronald Anderson,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/3dd0951b8855137d
4959,464,2019-01-19,Women's Flyweight,Joanne Calderwood,Ariane Lipski,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Women's Flyweight Bout,Blake Grice,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/77c6a6f33289b872
4958,464,2019-01-19,Light Heavyweight,Alonzo Menifield,Vinicius Moreira,KO/TKO,Punch,1,3:56,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Dan Miragliotta,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/8a9c8f1d53d8c664
4957,464,2019-01-19,Bantamweight,Cory Sandhagen,Mario Bautista,SUB,Armbar,1,3:31,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Kevin MacDonald,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/efbab76bedbfb65d
4956,464,2019-01-19,Lightweight,Dennis Bermudez,Te Edwards,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Blake Grice,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/2ea1f463620bcd3d
4955,464,2019-01-19,Welterweight,Geoff Neal,Belal Muhammad,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Todd Ronald Anderson,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/2cc1fe3570999428
4954,464,2019-01-19,Welterweight,Chance Rencountre,Kyle Stewart,SUB,Rear Naked Choke,1,2:25,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Dan Miragliotta,"12,152","Brooklyn, New York, USA",UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/fight-details/e76227f395b94e47
4953,463,2018-12-29,Light Heavyweight,Jon Jones,Alexander Gustafsson,KO/TKO,Punches,3,2:02,5 Rnd (5-5-5-5-5),True,False,False,UFC Light Heavyweight Title Bout,Mike Beltran,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/ceaae1db8ccde29c
4952,463,2018-12-29,Women's Featherweight,Amanda Nunes,Cris Cyborg,KO/TKO,Punches,1,0:51,5 Rnd (5-5-5-5-5),True,False,True,UFC Women's Featherweight Title Bout,Marc Goddard,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/3278e45b30f7dd33
4951,463,2018-12-29,Welterweight,Michael Chiesa,Carlos Condit,SUB,Kimura,2,0:56,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Mike Beltran,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/1ca41d3b11d88b36
4950,463,2018-12-29,Light Heavyweight,Corey Anderson,Ilir Latifi,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Marc Goddard,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/9ee818e10dcf3b45
4949,463,2018-12-29,Featherweight,Alexander Volkanovski,Chad Mendes,KO/TKO,Punches,2,4:14,3 Rnd (5-5-5),False,True,False,Featherweight Bout,Mark Smith,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/a5ea53104392fa9f
4948,463,2018-12-29,Heavyweight,Andrei Arlovski,Walt Harris,Overturned,,3,5:00,3 Rnd (5-5-5),False,False,False,Heavyweight Bout,Mike Beltran,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/819af4bbad55324d
4947,463,2018-12-29,Women's Featherweight,Megan Anderson,Cat Zingano,KO/TKO,Kick,1,1:01,3 Rnd (5-5-5),False,False,False,Women's Featherweight Bout,Marc Goddard,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/b0e16dd491bc4fea
4946,463,2018-12-29,Bantamweight,Petr Yan,Douglas Silva de Andrade,KO/TKO,,2,5:00,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Mark Smith,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/498e7b0800af226c
4945,463,2018-12-29,Lightweight,Ryan Hall,BJ Penn,SUB,Heel Hook,1,2:46,3 Rnd (5-5-5),False,False,True,Lightweight Bout,Ed Collantes,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/bd7a8c6c74655afc
4944,463,2018-12-29,Bantamweight,Nathaniel Wood,Andre Ewell,SUB,Rear Naked Choke,3,4:12,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Mark Smith,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/61bf6748cf85eb84
4943,463,2018-12-29,Middleweight,Uriah Hall,Bevon Lewis,KO/TKO,Punch,3,1:32,3 Rnd (5-5-5),False,False,False,Middleweight Bout,Marc Goddard,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/4de25b19c4dedb14
4942,463,2018-12-29,Welterweight,Curtis Millender,Siyar Bahadurzada,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Mike Beltran,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/3f5a623cf360c494
4941,463,2018-12-29,Bantamweight,Montel Jackson,Brian Kelleher,SUB,D'Arce Choke,1,1:40,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Ed Collantes,"15,862","Los Angeles, California, USA",UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/fight-details/8ce926b4d38a55a0
4940,462,2018-12-15,Lightweight,Al Iaquinta,Kevin Lee,U-DEC,,5,5:00,5 Rnd (5-5-5-5-5),False,False,True,Lightweight Bout,Keith Peterson,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/b9c82dfde8b66e37
4939,462,2018-12-15,Lightweight,Edson Barboza,Dan Hooker,KO/TKO,Punches,3,2:19,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Rob Hinds,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/920b6f739a36e721
4938,462,2018-12-15,Bantamweight,Rob Font,Sergio Pettis,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Robert Madrigal,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/4da4c5ef6a4ffc5b
4937,462,2018-12-15,Lightweight,Charles Oliveira,Jim Miller,SUB,Rear Naked Choke,1,1:15,3 Rnd (5-5-5),False,False,True,Lightweight Bout,Keith Peterson,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/f3e289f1423c0e6f
4936,462,2018-12-15,Welterweight,Zak Ottow,Dwight Grant,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Rob Hinds,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/c0ab927864bb6e98
4935,462,2018-12-15,Lightweight,Drakkar Klose,Bobby Green,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Keith Peterson,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/b69d3d55c84f5dd6
4934,462,2018-12-15,Lightweight,Joaquim Silva,Jared Gordon,KO/TKO,Punches,3,2:39,3 Rnd (5-5-5),False,True,False,Lightweight Bout,Rob Hinds,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/92fd2127f46b0cb7
4933,462,2018-12-15,Middleweight,Jack Hermansson,Gerald Meerschaert,SUB,Guillotine Choke,1,4:25,3 Rnd (5-5-5),False,False,False,Middleweight Bout,Robert Madrigal,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/986f0b480389ad25
4932,462,2018-12-15,Middleweight,Zak Cummings,Trevor Smith,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Middleweight Bout,Keith Peterson,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/bf41783b9446891e
4931,462,2018-12-15,Featherweight,Dan Ige,Jordan Griffin,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Featherweight Bout,Joe Fipp,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/1b6e5363eb81c409
4930,462,2018-12-15,Light Heavyweight,Mike Rodriguez,Adam Milstead,KO/TKO,Knee,1,2:59,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Rob Hinds,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/05f1e8ff81dbe05b
4929,462,2018-12-15,Heavyweight,Juan Adams,Chris de la Rocha,KO/TKO,Knee,3,0:58,3 Rnd (5-5-5),False,False,False,Heavyweight Bout,Joe Fipp,"9,010","Milwaukee, Wisconsin, USA",UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/fight-details/c4f443509308dec6
4928,461,2018-12-08,Featherweight,Max Holloway,Brian Ortega,KO/TKO,,4,5:00,5 Rnd (5-5-5-5-5),True,True,True,UFC Featherweight Title Bout,Yves Lavigne,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/4e55251b7a0df0c2
4927,461,2018-12-08,Women's Flyweight,Valentina Shevchenko,Joanna Jedrzejczyk,U-DEC,,5,5:00,5 Rnd (5-5-5-5-5),True,False,False,UFC Women's Flyweight Title Bout,Todd Ronald Anderson,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/48a2a476d3b59866
4926,461,2018-12-08,Welterweight,Gunnar Nelson,Alex Oliveira,SUB,Rear Naked Choke,2,4:17,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Jerin Valel,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/3a42dd84680f444b
4925,461,2018-12-08,Featherweight,Hakeem Dawodu,Kyle Bochniak,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Featherweight Bout,Yves Lavigne,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/e0e22d7bc5a293e8
4924,461,2018-12-08,Light Heavyweight,Thiago Santos,Jimi Manuwa,KO/TKO,Punch,2,0:41,3 Rnd (5-5-5),False,False,True,Light Heavyweight Bout,Todd Ronald Anderson,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/37a7dc68f3a0e65d
4923,461,2018-12-08,Women's Strawweight,Nina Ansaroff,Claudia Gadelha,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Women's Strawweight Bout,Jerin Valel,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/d5577e3272ef3032
4922,461,2018-12-08,Lightweight,Gilbert Burns,Olivier Aubin-Mercier,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Yves Lavigne,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/1fa8537d3992a09a
4921,461,2018-12-08,Women's Flyweight,Jessica Eye,Katlyn Chookagian,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Women's Flyweight Bout,Todd Ronald Anderson,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/00b1e95f6aea7027
4920,461,2018-12-08,Middleweight,Elias Theodorou,Eryk Anders,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Middleweight Bout,Jerin Valel,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/7d679c16024f6f38
4919,461,2018-12-08,Bantamweight,Brad Katona,Matthew Lopez,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Bantamweight Bout,Brian Beauchamp,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/41feee2c08af2235
4918,461,2018-12-08,Welterweight,Dhiego Lima,Chad Laprise,KO/TKO,Punch,1,1:37,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Graham Bettes,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/e909e34cdee01831
4917,461,2018-12-08,Lightweight,Diego Ferreira,Kyle Nelson,KO/TKO,Punches,2,1:23,3 Rnd (5-5-5),False,False,False,Lightweight Bout,Ivan Svec,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/fdc97f9b88bdef7d
4916,461,2018-12-08,Light Heavyweight,Aleksandar Rakic,Devin Clark,KO/TKO,Spinning Back Fist,1,4:05,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Brian Beauchamp,"19,039","Toronto, Ontario, Canada",UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/fight-details/19d1ae54681bc722
4915,460,2018-12-01,Heavyweight,Junior Dos Santos,Tai Tuivasa,KO/TKO,Punches,2,2:30,5 Rnd (5-5-5-5-5),False,False,False,Heavyweight Bout,Herb Dean,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/b6bd31215bd7ec1f
4914,460,2018-12-01,Light Heavyweight,Mauricio Rua,Tyson Pedro,KO/TKO,Punches,3,0:43,3 Rnd (5-5-5),False,False,True,Light Heavyweight Bout,Steve Perceval,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/20063242f6e40d31
4913,460,2018-12-01,Heavyweight,Justin Willis,Mark Hunt,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Heavyweight Bout,Herb Dean,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/70feb2bfc12b97d4
4912,460,2018-12-01,Welterweight,Anthony Rocco Martin,Jake Matthews,SUB,Anaconda Choke,3,1:19,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Jim Perdios,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/60cc0ac9ace28324
4911,460,2018-12-01,Featherweight,Sodiq Yusuff,Suman Mokhtarian,KO/TKO,Punches,1,2:14,3 Rnd (5-5-5),False,False,True,Featherweight Bout,Greg Kleynjans,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/0ac4f0c1b4d021f6
4910,460,2018-12-01,Light Heavyweight,Jimmy Crute,Paul Craig,SUB,Kimura,3,4:51,3 Rnd (5-5-5),False,False,False,Light Heavyweight Bout,Steve Perceval,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/29f40d82bd128c65
4909,460,2018-12-01,Welterweight,Aleksei Kunchenko,Yushin Okami,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Neil Swailes,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/73a299d44d2ef5cd
4908,460,2018-12-01,Flyweight,Wilson Reis,Ben Nguyen,U-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Flyweight Bout,Herb Dean,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/fa9ec0b8c4b3a84a
4907,460,2018-12-01,Welterweight,Keita Nakamura,Salim Touahri,S-DEC,,3,5:00,3 Rnd (5-5-5),False,False,False,Welterweight Bout,Jim Perdios,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/94dcbc64641cbb6e
4906,460,2018-12-01,Flyweight,Kai Kara-France,Elias Garcia,U-DEC,,3,5:00,3 Rnd (5-5-5),False,True,False,Flyweight Bout,Greg Kleynjans,"8,652","Adelaide, South Australia, Australia",UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/fight-details/c65f4b4c0338d0c1
