fight_id,fighter,w,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
2739,Luke Barnatt,L,0,44,187,0.23,44,187,0,0,0,0,1,0.0,23,133,14,33,7,21,43,182,1,3,0,2
2738,Niklas Backstrom,W,0,5,12,0.41,6,13,2,0,0,0,0,0.0,3,8,1,3,1,1,2,6,1,2,2,4
2738,Tom Niinimaki,L,0,7,11,0.63,11,16,0,2,0,2,7,0.28,4,8,3,3,0,0,2,6,3,3,2,2
2737,Nick Hein,W,0,50,105,0.47,87,148,0,2,0,2,6,0.33,42,96,6,7,2,2,49,103,1,2,0,0
2737,Drew Dober,L,0,49,127,0.38,97,178,0,1,0,0,4,0.0,31,100,9,15,9,12,37,115,7,7,5,5
2736,Magnus Cedenblad,W,0,17,31,0.54,58,83,1,4,1,3,5,0.6,6,17,8,11,3,3,8,20,7,8,2,3
2736,Krzysztof Jotko,L,0,15,25,0.6,63,77,0,3,1,0,2,0.0,10,20,3,3,2,2,10,20,5,5,0,0
2735,Iuri Alcantara,W,1,5,10,0.5,5,10,0,0,0,0,0,0.0,4,8,1,1,0,1,2,6,0,0,3,4
2735,Vaughan Lee,L,0,4,4,1.0,4,4,0,0,0,0,0,0.0,3,3,1,1,0,0,4,4,0,0,0,0
2734,Peter Sobotta,W,0,47,101,0.46,121,180,0,5,0,3,5,0.6,18,69,15,18,14,14,38,92,1,1,8,8
2734,Pawel Pawlak,L,0,21,84,0.25,65,128,0,0,0,0,0,0.0,11,69,2,5,8,10,21,84,0,0,0,0
2733,Maximo Blanco,W,1,60,117,0.51,117,184,0,1,2,1,2,0.5,47,102,7,9,6,6,54,111,5,5,1,1
2733,Andy Ogle,L,0,44,116,0.37,78,150,0,2,0,1,5,0.2,23,85,15,24,6,7,40,112,1,1,3,3
2732,Ruslan Magomedov,W,0,47,117,0.4,51,121,0,0,0,0,0,0.0,36,103,5,6,6,8,45,114,1,2,1,1
2732,Viktor Pesta,L,0,26,84,0.3,46,120,0,1,0,1,9,0.11,20,77,6,7,0,0,14,65,7,11,5,8
2731,TJ Dillashaw,W,2,140,309,0.45,169,344,2,2,0,0,3,0.0,99,260,17,21,24,28,120,277,1,2,19,30
2731,Renan Barao,L,0,64,273,0.23,68,277,0,0,0,0,0,0.0,42,226,13,34,9,13,61,270,3,3,0,0
2730,Daniel Cormier,W,0,50,80,0.62,131,173,2,11,0,3,3,1.0,35,64,15,16,0,0,4,17,0,0,46,63
2730,Dan Henderson,L,0,6,18,0.33,12,25,0,0,0,0,1,0.0,1,13,3,3,2,2,3,13,2,3,1,2
2729,Robbie Lawler,W,1,68,155,0.43,72,159,0,0,1,0,1,0.0,57,141,11,14,0,0,47,122,9,14,12,19
2729,Jake Ellenberger,L,0,29,89,0.32,30,90,0,0,0,2,3,0.66,22,81,5,6,2,2,19,77,8,9,2,3
2728,Takeya Mizugaki,W,1,35,135,0.25,67,179,0,3,0,0,3,0.0,33,132,1,1,1,2,18,101,0,2,17,32
2728,Francisco Rivera,L,0,41,104,0.39,61,124,1,0,0,3,4,0.75,31,93,6,7,4,4,34,95,5,6,2,3
2727,James Krause,W,0,22,51,0.43,32,66,0,1,1,0,0,0.0,12,36,5,6,5,9,18,40,1,5,3,6
2727,Jamie Varner,L,0,7,30,0.23,9,33,0,1,0,1,1,1.0,6,25,1,5,0,0,3,19,2,7,2,4
2726,Michael Chiesa,W,0,19,70,0.27,121,208,0,3,0,2,7,0.28,14,63,4,6,1,1,10,48,1,1,8,21
2726,Francisco Trinaldo,L,0,13,34,0.38,23,44,1,0,0,0,0,0.0,7,27,4,5,2,2,11,32,2,2,0,0
2725,Tony Ferguson,W,1,38,67,0.56,40,69,1,1,0,1,2,0.5,35,63,1,2,2,2,37,66,1,1,0,0
2725,Katsunori Kikuno,L,0,22,44,0.5,23,46,0,0,1,0,0,0.0,17,37,4,5,1,2,22,44,0,0,0,0
2724,Chris Holdsworth,W,0,26,88,0.29,140,225,2,13,0,4,6,0.66,20,76,5,10,1,2,24,85,1,1,1,2
2724,Chico Camus,L,0,25,59,0.42,33,67,0,0,0,0,0,0.0,21,51,1,4,3,4,25,58,0,0,0,1
2723,Mitch Clarke,W,0,8,21,0.38,20,34,1,0,0,0,0,0.0,3,12,2,5,3,4,8,20,0,0,0,1
2723,Al Iaquinta,L,0,13,19,0.68,31,40,2,6,0,1,1,1.0,10,16,3,3,0,0,6,8,0,0,7,11
2722,Vinc Pichel,W,0,57,113,0.5,98,159,0,8,0,8,11,0.72,22,68,13,18,22,27,13,57,25,31,19,25
2722,Anthony Njokuani,L,0,24,77,0.31,30,84,0,0,0,0,0,0.0,16,63,8,13,0,1,20,71,3,5,1,1
2721,Sam Sicilia,W,0,37,68,0.54,95,129,1,7,1,5,8,0.62,28,53,8,13,1,2,12,31,4,6,21,31
2721,Aaron Phillips,L,0,18,40,0.45,109,137,1,1,1,0,0,0.0,5,23,12,14,1,3,9,26,3,6,6,8
2720,Jingliang Li,W,0,61,156,0.39,84,180,0,3,0,2,6,0.33,46,133,3,5,12,18,38,116,7,13,16,27
2720,David Michaud,L,0,41,121,0.33,69,152,2,2,0,3,8,0.37,29,100,8,13,4,8,28,100,7,12,6,9
2719,Matt Brown,W,0,118,166,0.71,161,213,4,2,0,5,5,1.0,101,144,16,21,1,1,44,70,37,48,37,48
2719,Erick Silva,L,1,25,54,0.46,39,71,1,1,0,0,3,0.0,17,40,6,12,2,2,13,41,3,4,9,9
2718,Costas Philippou,W,1,15,44,0.34,31,63,0,0,0,0,0,0.0,9,30,2,7,4,7,11,39,3,4,1,1
2718,Lorenz Larkin,L,0,16,30,0.53,19,34,0,0,0,0,0,0.0,8,21,2,3,6,6,11,23,5,7,0,0
2717,Daron Cruickshank,W,1,24,45,0.53,26,47,0,0,0,0,0,0.0,21,36,3,7,0,2,6,22,0,0,18,23
2717,Erik Koch,L,0,6,21,0.28,6,21,0,0,0,0,0,0.0,1,14,1,1,4,6,6,21,0,0,0,0
2716,Neil Magny,W,0,29,77,0.37,52,105,0,4,0,4,9,0.44,14,52,11,18,4,7,21,64,7,11,1,2
2716,Tim Means,L,0,30,66,0.45,53,89,1,0,0,3,4,0.75,18,46,5,13,7,7,15,46,8,10,7,10
2715,Soa Palelei,W,0,5,7,0.71,19,21,0,3,0,1,1,1.0,5,7,0,0,0,0,0,1,0,0,5,6
2715,Ruan Potts,L,0,0,3,0.0,5,8,2,0,1,0,0,0.0,0,1,0,0,0,2,0,3,0,0,0,0
2714,Chris Cariaso,W,0,64,124,0.51,86,149,4,1,0,2,2,1.0,23,68,22,36,19,20,40,86,23,34,1,4
2714,Louis Smolka,L,0,42,97,0.43,79,135,0,1,1,1,10,0.1,20,70,13,17,9,10,18,60,18,28,6,9
2713,Ed Herman,W,0,51,87,0.58,78,117,0,0,0,1,4,0.25,22,54,9,9,20,24,24,51,21,29,6,7
2713,Rafael Natal,L,0,35,73,0.47,71,114,0,0,0,1,6,0.16,15,41,8,17,12,15,19,46,8,11,8,16
2712,Kyoji Horiguchi,W,1,65,147,0.44,82,169,0,0,0,2,2,1.0,51,122,12,22,2,3,38,105,3,4,24,38
2712,Darrell Montague,L,0,26,105,0.24,35,114,2,0,0,1,2,0.5,16,80,5,18,5,7,25,101,1,3,0,1
2711,Zak Cummings,W,0,28,83,0.33,50,108,1,3,1,3,3,1.0,17,69,5,7,6,7,12,53,3,5,13,25
2711,Yan Cabral,L,0,23,38,0.6,44,59,2,4,1,1,9,0.11,21,36,0,0,2,2,8,23,0,0,15,15
2710,Johnny Eduardo,W,1,11,20,0.55,11,20,0,0,0,0,3,0.0,3,11,1,1,7,8,10,19,1,1,0,0
2710,Eddie Wineland,L,0,6,56,0.1,6,56,0,0,0,0,0,0.0,3,53,1,1,2,2,6,56,0,0,0,0
2709,Nik Lentz,W,0,52,99,0.52,90,141,0,1,0,4,16,0.25,23,65,19,23,10,11,20,55,25,34,7,10
2709,Manvel Gamburyan,L,0,28,52,0.53,60,86,1,0,1,1,2,0.5,20,41,5,8,3,3,10,28,18,22,0,2
2708,Justin Salas,W,1,20,26,0.76,22,28,0,0,0,0,6,0.0,10,16,6,6,4,4,7,12,7,8,6,6
2708,Ben Wall,L,0,4,14,0.28,5,15,0,0,0,0,0,0.0,2,11,2,3,0,0,1,11,3,3,0,0
2707,Albert Tumenov,W,2,6,21,0.28,6,21,0,0,0,0,0,0.0,6,21,0,0,0,0,5,18,1,3,0,0
2707,Anthony Lapsley,L,0,2,10,0.2,2,10,0,0,0,0,5,0.0,1,7,1,3,0,0,2,10,0,0,0,0
2706,Jon Jones,W,0,138,236,0.58,158,256,2,0,0,3,6,0.5,88,179,25,28,25,29,99,182,37,49,2,5
2706,Glover Teixeira,L,0,53,192,0.27,65,204,0,0,0,0,5,0.0,34,154,19,38,0,0,30,135,23,57,0,0
2705,Anthony Johnson,W,0,45,132,0.34,47,134,0,0,0,0,1,0.0,31,113,6,11,8,8,39,121,3,6,3,5
2705,Phil Davis,L,0,21,127,0.16,27,133,0,0,0,0,8,0.0,9,95,6,24,6,8,16,121,3,4,2,2
2704,Luke Rockhold,W,0,4,4,1.0,9,9,2,0,0,0,0,0.0,0,0,4,4,0,0,1,1,0,0,3,3
2704,Tim Boetsch,L,0,1,2,0.5,1,2,0,0,0,0,1,0.0,0,0,0,1,1,1,1,2,0,0,0,0
2703,Jim Miller,W,0,5,19,0.26,6,20,1,0,0,0,1,0.0,2,14,1,2,2,3,4,17,1,2,0,0
2703,Yancy Medeiros,L,0,9,27,0.33,9,27,0,0,0,0,0,0.0,7,19,2,7,0,1,8,26,1,1,0,0
2702,Max Holloway,W,0,47,149,0.31,57,161,2,0,0,0,0,0.0,31,122,15,24,1,3,30,121,17,28,0,0
2702,Andre Fili,L,0,44,139,0.31,46,141,0,0,0,3,12,0.25,18,99,9,21,17,19,40,129,4,10,0,0
2701,Joseph Benavidez,W,0,9,23,0.39,14,28,1,3,1,0,0,0.0,4,16,4,6,1,1,9,22,0,1,0,0
2701,Tim Elliott,L,0,16,21,0.76,27,35,0,0,0,3,3,1.0,10,15,3,3,3,3,13,17,3,4,0,0
2700,Takanori Gomi,W,0,130,240,0.54,153,263,0,2,1,0,0,0.0,88,185,34,45,8,10,119,229,11,11,0,0
2700,Isaac Vallie-Flagg,L,0,107,217,0.49,211,322,0,0,0,1,2,0.5,61,161,31,39,15,17,96,204,8,10,3,3
2699,Bethe Correia,W,0,91,186,0.48,118,216,0,1,2,0,0,0.0,50,128,14,25,27,33,88,182,3,4,0,0
2699,Jessamyn Duke,L,0,54,130,0.41,70,148,0,0,0,1,6,0.16,36,108,16,20,2,2,43,116,11,14,0,0
2698,Danny Castillo,W,1,16,21,0.76,20,25,0,1,1,0,3,0.0,3,6,3,4,10,11,8,13,8,8,0,0
2698,Charlie Brenneman,L,0,13,21,0.61,35,44,0,2,0,2,4,0.5,3,11,8,8,2,2,5,12,1,2,7,7
2697,Chris Beal,W,1,19,49,0.38,19,50,0,0,0,0,0,0.0,16,45,2,3,1,1,8,30,11,19,0,0
2697,Patrick Williams,L,0,14,35,0.4,15,37,0,1,0,2,3,0.66,6,20,2,6,6,9,11,28,3,6,0,1
2696,Fabricio Werdum,W,0,121,196,0.61,171,251,0,3,0,2,6,0.33,82,154,21,24,18,18,113,186,6,8,2,2
2696,Travis Browne,L,0,60,156,0.38,77,173,0,0,0,0,1,0.0,36,124,17,22,7,10,48,143,3,4,9,9
2695,Miesha Tate,W,0,27,57,0.47,82,124,2,3,0,1,7,0.14,20,41,2,9,5,7,9,36,3,6,15,15
2695,Liz Carmouche,L,0,18,34,0.52,75,95,0,1,0,5,7,0.71,4,16,3,5,11,13,7,23,7,7,4,4
2694,Donald Cerrone,W,1,11,20,0.55,11,20,2,1,0,0,1,0.0,6,15,2,2,3,3,11,20,0,0,0,0
2694,Edson Barboza,L,0,28,54,0.51,28,54,0,0,0,0,0,0.0,17,38,7,9,4,7,28,54,0,0,0,0
2693,Yoel Romero,W,0,31,48,0.64,63,81,0,4,0,7,12,0.58,14,27,6,7,11,14,20,34,10,13,1,1
2693,Brad Tavares,L,0,21,70,0.3,35,87,0,0,0,0,3,0.0,9,52,3,8,9,10,16,63,5,7,0,0
2692,Khabib Nurmagomedov,W,0,36,97,0.37,72,135,0,6,0,6,12,0.5,24,83,6,8,6,6,14,72,4,4,18,21
2692,Rafael Dos Anjos,L,0,20,56,0.35,40,76,0,0,0,0,1,0.0,11,39,7,14,2,3,18,52,1,3,1,1
2691,Thiago Alves,W,0,116,236,0.49,120,240,0,0,0,0,1,0.0,45,156,19,22,52,58,106,220,10,16,0,0
2691,Seth Baczynski,L,0,90,335,0.26,91,336,0,0,0,0,8,0.0,55,283,21,36,14,16,87,328,3,7,0,0
2690,Jorge Masvidal,W,0,69,95,0.72,105,132,0,2,0,1,1,1.0,45,68,13,15,11,12,50,73,18,21,1,1
2690,Pat Healy,L,0,32,100,0.32,84,155,0,0,0,2,14,0.14,7,65,15,25,10,10,20,82,12,18,0,0
2689,Alex White,W,1,20,30,0.66,20,30,0,0,0,0,0,0.0,12,22,8,8,0,0,14,24,0,0,6,6
2689,Estevan Payan,L,0,10,23,0.43,10,23,0,0,0,0,0,0.0,5,17,4,5,1,1,10,23,0,0,0,0
2688,Caio Magalhaes,W,1,16,26,0.61,18,28,0,0,0,0,0,0.0,13,22,3,4,0,0,7,15,4,6,5,5
2688,Luke Zachrich,L,0,3,11,0.27,3,11,0,0,0,0,0,0.0,1,8,0,0,2,3,3,10,0,1,0,0
2687,Jordan Mein,W,0,46,84,0.54,62,102,0,3,0,4,4,1.0,25,61,10,12,11,11,37,72,1,1,8,11
2687,Hernani Perpetuo,L,0,21,93,0.22,26,99,1,1,0,0,1,0.0,10,68,6,17,5,8,20,91,0,0,1,2
2686,Dustin Ortiz,W,0,46,80,0.57,107,144,0,1,1,2,4,0.5,14,43,28,33,4,4,12,39,22,27,12,14
2686,Ray Borg,L,0,12,27,0.44,21,37,2,1,1,5,8,0.62,9,21,3,5,0,1,5,14,2,7,5,6
2685,Mirsad Bektic,W,0,27,90,0.3,80,148,0,3,1,2,4,0.5,25,85,2,5,0,0,18,77,2,4,7,9
2685,Chas Skelly,L,0,19,85,0.22,32,101,0,1,1,0,4,0.0,17,83,1,1,1,1,10,73,6,9,3,3
2684,Derrick Lewis,W,0,22,27,0.81,26,31,0,2,0,1,1,1.0,22,27,0,0,0,0,0,0,2,2,20,25
2684,Jack May,L,0,5,6,0.83,23,24,0,1,1,1,3,0.33,1,2,2,2,2,2,2,3,0,0,3,3
2683,Tim Kennedy,W,0,51,106,0.48,76,141,0,11,0,5,11,0.45,32,78,12,19,7,9,36,82,6,7,9,17
2683,Michael Bisping,L,0,40,137,0.29,53,151,0,0,0,0,0,0.0,35,128,4,8,1,1,38,135,2,2,0,0
2682,Patrick Cote,W,0,33,61,0.54,127,162,0,2,0,3,9,0.33,22,45,5,9,6,7,6,23,5,12,22,26
2682,Kyle Noke,L,0,50,85,0.58,67,103,0,0,0,0,0,0.0,20,42,12,23,18,20,33,62,8,13,9,10
2681,Elias Theodorou,W,0,73,103,0.7,98,132,0,3,0,3,3,1.0,57,82,10,15,6,6,21,38,11,13,41,52
2681,Sheldon Westcott,L,0,13,31,0.41,18,37,0,1,0,2,4,0.5,9,23,3,7,1,1,7,22,6,9,0,0
2680,Chad Laprise,W,0,71,174,0.4,72,175,0,0,0,0,0,0.0,30,127,18,23,23,24,64,161,6,12,1,1
2680,Olivier Aubin-Mercier,L,0,45,116,0.38,46,117,0,0,0,2,9,0.22,30,96,13,18,2,2,41,111,4,5,0,0
2679,Dustin Poirier,W,1,45,89,0.5,46,90,1,0,0,0,1,0.0,37,78,8,9,0,2,31,73,12,14,2,2
2679,Akira Corassani,L,0,24,66,0.36,24,66,0,0,0,0,1,0.0,19,57,5,9,0,0,21,61,3,5,0,0
2678,KJ Noons,W,1,7,11,0.63,7,11,0,0,0,0,0,0.0,3,4,0,0,4,7,5,8,0,0,2,3
2678,Sam Stout,L,0,5,8,0.62,5,8,0,0,0,0,0,0.0,1,3,0,1,4,4,5,8,0,0,0,0
2677,Sarah Kaufman,W,0,202,370,0.54,232,403,0,1,0,1,1,1.0,106,259,48,61,48,50,112,259,84,105,6,6
2677,Leslie Smith,L,0,79,243,0.32,100,265,0,0,0,0,5,0.0,50,206,9,17,20,20,53,202,26,41,0,0
2676,Ryan Jimmo,W,1,20,32,0.62,29,44,0,0,0,1,1,1.0,12,22,8,10,0,0,7,16,10,13,3,3
2676,Sean O'Connell,L,0,15,25,0.6,41,56,0,0,0,0,1,0.0,6,13,9,11,0,1,5,14,10,11,0,0
2675,George Roop,W,0,53,109,0.48,74,135,0,2,0,2,2,1.0,43,95,9,12,1,2,15,51,3,10,35,48
2675,Dustin Kimura,L,0,7,31,0.22,19,45,0,2,0,3,6,0.5,3,25,4,6,0,0,2,22,3,5,2,4
2674,Mark Bocek,W,0,70,171,0.4,108,209,0,1,0,3,13,0.23,45,136,17,25,8,10,31,121,39,50,0,0
2674,Mike de la Torre,L,0,57,177,0.32,144,270,0,0,0,1,2,0.5,43,159,13,17,1,1,38,157,18,19,1,1
2673,Nordine Taleb,W,0,48,75,0.64,131,161,0,3,0,4,4,1.0,24,43,22,26,2,6,9,26,9,9,30,40
2673,Vik Grujic,L,0,4,32,0.12,44,72,0,0,0,0,1,0.0,3,27,1,5,0,0,2,29,2,3,0,0
2672,Richard Walsh,W,0,71,122,0.58,153,212,0,2,0,5,9,0.55,50,93,15,20,6,9,16,52,39,53,16,17
2672,Chris Indich,L,0,12,49,0.24,27,65,2,0,0,0,1,0.0,3,32,1,5,8,12,9,39,3,10,0,0
2671,Mitch Gagnon,W,0,47,98,0.47,93,144,5,0,0,2,3,0.66,22,70,19,20,6,8,27,72,11,14,9,12
2671,Tim Gorman,L,0,15,69,0.21,50,106,0,1,0,0,10,0.0,12,64,1,1,2,4,8,53,7,13,0,3
2670,Roy Nelson,W,2,19,35,0.54,20,36,0,0,0,0,0,0.0,18,33,1,2,0,0,18,34,0,0,1,1
2670,Minotauro Nogueira,L,0,12,37,0.32,12,37,0,0,0,0,0,0.0,12,36,0,1,0,0,12,37,0,0,0,0
2669,Clay Guida,W,1,47,68,0.69,92,113,0,1,0,3,10,0.3,18,39,7,7,22,22,12,32,17,17,18,19
2669,Tatsuya Kawajiri,L,0,19,51,0.37,36,68,1,0,0,1,5,0.2,18,48,0,2,1,1,12,43,7,8,0,0
2668,Ryan LaFlare,W,0,64,97,0.65,97,135,0,6,1,4,7,0.57,27,56,32,36,5,5,28,56,20,24,16,17
2668,John Howard,L,1,35,53,0.66,73,92,0,1,0,1,2,0.5,17,34,10,11,8,8,25,38,9,14,1,1
2667,Ramsey Nijem,W,2,34,51,0.66,92,121,1,4,0,1,1,1.0,25,39,3,6,6,6,15,28,0,1,19,22
2667,Beneil Dariush,L,0,9,20,0.45,14,25,0,0,0,0,1,0.0,6,14,3,6,0,0,6,14,3,6,0,0
2666,Jared Rosholt,W,0,34,51,0.66,124,151,0,8,0,3,5,0.6,17,34,16,16,1,1,4,14,0,1,30,36
2666,Daniel Omielanczuk,L,0,10,15,0.66,41,50,0,0,0,0,0,0.0,5,10,4,4,1,1,7,11,1,1,2,3
2665,Thales Leites,W,1,5,8,0.62,9,12,0,0,0,0,0,0.0,5,8,0,0,0,0,3,6,0,0,2,2
2665,Trevor Smith,L,0,3,10,0.3,3,10,0,0,0,0,0,0.0,1,6,1,2,1,2,3,10,0,0,0,0
2664,Jim Alers,W,1,36,93,0.38,97,163,0,0,0,2,5,0.4,20,70,5,9,11,14,14,57,12,22,10,14
2664,Alan Omer,L,0,58,101,0.57,69,112,0,1,0,1,3,0.33,33,70,10,15,15,16,26,58,22,27,10,16
2663,Rani Yahya,W,0,3,8,0.37,3,8,0,0,0,0,1,0.0,0,4,1,1,2,3,3,8,0,0,0,0
2663,Johnny Bedford,L,0,4,6,0.66,4,6,0,0,0,0,0,0.0,4,6,0,0,0,0,2,4,0,0,2,2
2662,Dan Henderson,W,1,23,60,0.38,32,70,0,0,0,0,2,0.0,16,51,3,4,4,5,14,46,5,10,4,4
2662,Mauricio Rua,L,2,48,96,0.5,79,128,0,2,0,1,2,0.5,31,74,4,7,13,15,31,71,4,5,13,20
2661,CB Dollaway,W,1,12,16,0.75,13,17,0,0,0,0,0,0.0,12,16,0,0,0,0,5,7,0,0,7,9
2661,Cezar Ferreira,L,0,3,8,0.37,3,8,0,0,0,0,0,0.0,3,8,0,0,0,0,3,8,0,0,0,0
2660,Leonardo Santos,W,0,26,73,0.35,50,98,0,0,0,0,5,0.0,14,56,7,11,5,6,24,67,2,6,0,0
2660,Norman Parke,L,0,37,124,0.29,92,188,0,0,0,0,8,0.0,21,94,8,12,8,18,20,97,17,27,0,0
2659,Fabio Maldonado,W,0,132,217,0.6,150,237,0,0,0,0,0,0.0,100,168,31,48,1,1,125,207,6,8,1,2
2659,Gian Villante,L,0,33,92,0.35,46,108,0,3,0,3,12,0.25,13,68,1,5,19,19,14,64,7,12,12,16
2658,Michel Prazeres,W,1,35,67,0.52,66,106,0,9,0,3,11,0.27,26,58,4,4,5,5,24,53,5,7,6,7
2658,Mairbek Taisumov,L,0,26,91,0.28,40,106,0,0,0,0,0,0.0,16,79,6,8,4,4,23,81,3,5,0,5
2657,Rony Jason,W,1,3,8,0.37,3,8,0,0,0,0,0,0.0,3,8,0,0,0,0,3,8,0,0,0,0
2657,Steven Siler,L,0,11,22,0.5,11,22,0,0,0,0,0,0.0,5,12,2,4,4,6,10,21,0,0,1,1
2656,Thiago Santos,W,1,7,16,0.43,8,17,0,0,0,0,0,0.0,6,14,1,1,0,1,1,5,0,0,6,11
2656,Ronny Markes,L,0,0,1,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
2655,Jussier Formiga,W,0,9,23,0.39,13,27,1,1,0,1,4,0.25,7,20,2,3,0,0,6,19,2,2,1,2
2655,Scott Jorgensen,L,0,6,24,0.25,9,27,0,0,0,0,0,0.0,5,23,0,0,1,1,6,23,0,1,0,0
2654,Kenny Robertson,W,0,9,14,0.64,17,22,1,2,0,1,1,1.0,8,13,0,0,1,1,3,4,0,0,6,10
2654,Thiago Perpetuo,L,0,0,1,0.0,1,2,0,0,0,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0
2653,Hans Stringer,W,0,44,77,0.57,98,135,0,1,0,1,8,0.12,21,51,5,7,18,19,20,48,16,17,8,12
2653,Francimar Barroso,L,0,36,67,0.53,76,114,0,0,0,3,8,0.37,11,35,13,18,12,14,21,44,9,13,6,10
2652,Godofredo Pepey,W,1,5,23,0.21,5,23,0,0,0,0,0,0.0,4,21,1,2,0,0,3,17,2,5,0,1
2652,Noad Lahat,L,0,11,22,0.5,12,23,0,0,0,0,2,0.0,5,13,3,4,3,5,7,16,4,6,0,0
2651,Johny Hendricks,W,0,158,397,0.39,186,426,0,0,0,2,10,0.2,111,343,6,9,41,45,138,369,18,26,2,2
2651,Robbie Lawler,L,0,150,331,0.45,162,343,0,0,0,0,0,0.0,141,320,5,6,4,5,146,321,4,10,0,0
2650,Tyron Woodley,W,1,14,29,0.48,34,49,0,0,0,3,3,1.0,10,23,3,4,1,2,8,20,6,9,0,0
2650,Carlos Condit,L,0,13,43,0.3,52,84,1,0,0,0,0,0.0,6,32,3,5,4,6,10,39,3,4,0,0
2649,Myles Jury,W,0,46,119,0.38,54,129,0,0,0,3,3,1.0,35,104,3,6,8,9,40,111,2,2,4,6
2649,Diego Sanchez,L,0,25,93,0.26,37,105,2,0,0,0,0,0.0,10,64,12,21,3,8,21,89,3,3,1,1
2648,Hector Lombard,W,0,27,56,0.48,67,98,0,2,0,5,5,1.0,20,46,6,9,1,1,8,28,11,15,8,13
2648,Jake Shields,L,0,4,72,0.05,58,128,1,0,0,0,7,0.0,2,55,2,7,0,10,4,71,0,1,0,0
2647,Ovince Saint Preux,W,0,1,1,1.0,1,1,1,1,0,1,1,1.0,0,0,1,1,0,0,1,1,0,0,0,0
2647,Nikita Krylov,L,0,1,4,0.25,1,4,0,0,0,0,0,0.0,0,0,0,1,1,3,1,4,0,0,0,0
2646,Kelvin Gastelum,W,0,59,137,0.43,62,142,0,3,1,1,2,0.5,45,120,3,6,11,11,50,119,7,16,2,2
2646,Rick Story,L,1,45,163,0.27,51,170,0,1,1,0,1,0.0,26,133,12,23,7,7,39,148,5,12,1,3
2645,Jessica Andrade,W,0,66,158,0.41,90,185,0,3,0,3,8,0.37,47,133,15,21,4,4,38,104,27,51,1,3
2645,Raquel Pennington,L,0,82,167,0.49,87,172,2,0,0,2,3,0.66,51,134,18,20,13,13,42,111,33,47,7,9
2644,Dennis Bermudez,W,3,55,126,0.43,94,180,1,2,0,6,15,0.4,31,96,7,12,17,18,15,44,25,47,15,35
2644,Jimy Hettes,L,0,34,64,0.53,49,88,0,1,0,0,4,0.0,16,40,13,17,5,7,10,27,23,36,1,1
2643,Alex Garcia,W,1,61,135,0.45,66,142,0,3,0,8,11,0.72,53,126,5,6,3,3,50,113,11,20,0,2
2643,Sean Spencer,L,0,58,160,0.36,62,164,0,0,1,0,0,0.0,42,132,7,19,9,9,49,139,9,21,0,0
2642,Francisco Trevino,W,0,47,116,0.4,63,133,0,0,0,2,7,0.28,29,78,6,15,12,23,26,86,17,23,4,7
2642,Renee Forte,L,0,14,70,0.2,20,79,0,3,0,5,9,0.55,11,61,3,8,0,1,9,56,4,13,1,1
2641,Justin Scoggins,W,0,61,103,0.59,78,127,0,13,0,6,10,0.6,50,88,4,7,7,8,18,48,6,7,37,48
2641,Will Campuzano,L,0,4,41,0.09,28,70,1,0,0,0,0,0.0,3,36,0,1,1,4,4,37,0,2,0,2
2640,Sean Strickland,W,0,20,35,0.57,24,39,1,3,0,1,2,0.5,17,29,2,5,1,1,7,16,2,2,11,17
2640,Bubba McDaniel,L,0,4,10,0.4,4,10,0,0,0,1,1,1.0,1,5,2,4,1,1,4,10,0,0,0,0
2639,Rob Whiteford,W,0,26,50,0.52,54,84,0,4,0,5,14,0.35,14,34,9,12,3,4,17,34,6,11,3,5
2639,Daniel Pineda,L,0,24,44,0.54,40,60,3,1,0,1,5,0.2,7,25,8,10,9,9,14,31,1,3,9,10
2638,Alexander Gustafsson,W,1,21,43,0.48,40,63,0,1,0,1,2,0.5,16,36,2,2,3,5,12,31,5,7,4,5
2638,Jimi Manuwa,L,0,13,23,0.56,15,25,0,0,0,0,0,0.0,4,14,1,1,8,8,12,21,1,2,0,0
2637,Michael Johnson,W,0,48,146,0.32,51,153,0,0,0,1,4,0.25,16,93,11,28,21,25,36,116,12,30,0,0
2637,Melvin Guillard,L,0,22,103,0.21,22,103,0,0,0,0,1,0.0,15,80,4,19,3,4,13,89,8,13,1,1
2636,Brad Pickett,W,0,49,141,0.34,88,186,1,4,0,4,8,0.5,27,116,7,9,15,16,34,106,11,17,4,18
2636,Neil Seery,L,0,47,114,0.41,54,122,0,0,0,0,1,0.0,41,100,6,14,0,0,41,102,6,12,0,0
2635,Gunnar Nelson,W,0,16,20,0.8,25,32,1,3,0,1,1,1.0,15,19,0,0,1,1,2,2,0,0,14,18
2635,Omari Akhmedov,L,0,6,16,0.37,8,18,0,0,0,0,0,0.0,1,9,2,3,3,4,6,16,0,0,0,0
2634,Ilir Latifi,W,0,0,0,0.0,1,5,2,1,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0
