fight_id,fighter,w,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
5168,Calvin Kattar,W,1,22,41,0.53,22,41,0,0,0,0,0,0.0,11,28,11,13,0,0,16,34,2,2,4,5
5168,Ricardo Lamas,L,0,12,29,0.41,12,29,0,0,0,0,1,0.0,2,12,4,5,6,12,12,29,0,0,0,0
5167,Xiaonan Yan,W,0,94,249,0.37,105,264,0,1,0,1,1,1.0,64,199,11,22,19,28,83,229,8,17,3,3
5167,Angela Hill,L,0,71,144,0.49,78,151,1,0,0,1,3,0.33,44,110,21,26,6,8,56,127,13,15,2,2
5166,Darren Stewart,W,0,30,73,0.41,40,84,0,0,0,0,0,0.0,11,52,5,6,14,15,18,55,12,18,0,0
5166,Bevon Lewis,L,0,31,84,0.36,45,98,0,0,0,0,5,0.0,13,49,12,23,6,12,15,62,16,22,0,0
5165,Eddie Wineland,W,2,74,171,0.43,74,171,0,0,0,0,2,0.0,48,129,23,39,3,3,70,165,0,1,4,5
5165,Grigorii Popov,L,0,55,150,0.36,55,150,0,0,0,0,1,0.0,24,97,20,39,11,14,52,146,3,4,0,0
5164,Katlyn Chookagian,W,0,82,221,0.37,108,250,0,0,0,0,2,0.0,50,179,20,27,12,15,78,215,3,5,1,1
5164,Joanne Calderwood,L,0,112,266,0.42,141,300,0,0,0,3,4,0.75,24,139,19,40,69,87,104,252,7,12,1,2
5163,Anthony Smith,W,0,49,104,0.47,51,107,1,1,0,0,1,0.0,19,62,11,19,19,23,44,98,0,1,5,5
5163,Alexander Gustafsson,L,0,72,151,0.47,73,152,0,1,0,1,3,0.33,26,79,8,21,38,51,70,147,0,1,2,3
5162,Aleksandar Rakic,W,1,2,7,0.28,2,7,0,0,0,0,0,0.0,1,5,0,0,1,2,2,7,0,0,0,0
5162,Jimi Manuwa,L,0,2,3,0.66,2,3,0,0,0,0,0,0.0,1,2,0,0,1,1,2,3,0,0,0,0
5161,Makwan Amirkhani,W,0,9,27,0.33,18,36,1,2,0,1,2,0.5,6,21,1,3,2,3,6,23,0,0,3,4
5161,Chris Fishgold,L,0,16,52,0.3,16,52,0,0,0,0,0,0.0,4,30,3,5,9,17,16,52,0,0,0,0
5160,Christos Giagos,W,0,47,113,0.41,67,141,0,3,0,6,13,0.46,28,90,12,16,7,7,38,91,6,10,3,12
5160,Damir Hadzovic,L,0,24,61,0.39,42,87,0,0,0,1,1,1.0,20,48,3,12,1,1,14,45,5,6,5,10
5159,Daniel Teymur,W,0,40,83,0.48,49,93,0,0,0,1,6,0.16,22,53,5,6,13,24,24,57,8,11,8,15
5159,Sung Bin Jo,L,0,21,63,0.33,23,65,1,0,0,1,3,0.33,13,53,7,9,1,1,12,52,8,10,1,1
5158,Sergey Khandozhko,W,1,60,149,0.4,60,151,0,1,0,1,6,0.16,30,100,11,27,19,22,55,141,5,8,0,0
5158,Rostem Akman,L,0,39,100,0.39,40,103,0,1,0,2,5,0.4,30,91,6,6,3,3,31,91,8,9,0,0
5157,Lina Lansberg,W,0,50,68,0.73,151,181,0,2,1,1,2,0.5,45,62,5,6,0,0,1,4,7,10,42,54
5157,Tonya Evinger,L,0,6,11,0.54,68,83,0,2,0,1,4,0.25,2,7,4,4,0,0,4,9,1,1,1,1
5156,Leonardo Santos,W,1,12,16,0.75,12,16,0,0,0,0,0,0.0,4,5,6,9,2,2,12,16,0,0,0,0
5156,Stevie Ray,L,0,2,11,0.18,2,11,0,0,0,0,0,0.0,0,8,0,1,2,2,2,11,0,0,0,0
5155,Frank Camacho,W,0,100,201,0.49,105,208,0,0,0,0,0,0.0,68,151,30,47,2,3,93,191,7,10,0,0
5155,Nick Hein,L,0,37,79,0.46,45,87,0,0,0,1,3,0.33,20,52,8,18,9,9,36,78,1,1,0,0
5154,Bea Malecki,W,0,19,71,0.26,30,82,2,1,0,0,0,0.0,12,63,5,6,2,2,18,69,0,0,1,2
5154,Duda Santana,L,0,42,106,0.39,48,112,0,0,0,3,5,0.6,36,90,2,10,4,6,40,102,0,2,2,2
5153,Devin Clark,W,0,40,95,0.42,90,149,0,0,0,2,11,0.18,26,76,5,9,9,10,28,80,11,14,1,1
5153,Darko Stosic,L,0,26,55,0.47,50,82,0,1,0,1,3,0.33,23,50,3,5,0,0,12,33,11,16,3,6
5152,Joel Alvarez,W,0,19,41,0.46,87,113,0,1,1,0,0,0.0,16,32,1,4,2,5,5,23,1,1,13,17
5152,Danilo Belluardo,L,0,13,20,0.65,56,68,0,2,0,2,2,1.0,9,16,0,0,4,4,8,13,0,0,5,7
5151,Rafael Dos Anjos,W,0,60,111,0.54,75,126,1,4,1,4,7,0.57,36,83,17,21,7,7,33,80,18,20,9,11
5151,Kevin Lee,L,0,35,97,0.36,40,102,0,1,0,6,16,0.37,23,79,10,16,2,2,27,86,7,10,1,1
5150,Ian Heinisch,W,0,39,67,0.58,79,115,0,5,0,1,1,1.0,26,48,2,5,11,14,13,31,5,7,21,29
5150,Antonio Carlos Junior,L,0,15,33,0.45,25,43,0,4,1,4,11,0.36,10,27,1,2,4,4,11,28,2,2,2,3
5149,Felicia Spencer,W,0,22,31,0.7,25,34,1,1,0,1,2,0.5,13,17,0,5,9,9,1,7,8,9,13,15
5149,Megan Anderson,L,0,3,6,0.5,5,8,0,0,0,0,0,0.0,2,5,1,1,0,0,2,4,1,2,0,0
5148,Vicente Luque,W,1,18,25,0.72,18,25,0,0,0,0,0,0.0,14,20,1,2,3,3,10,17,1,1,7,7
5148,Derrick Krantz,L,0,6,18,0.33,9,23,0,1,0,1,2,0.5,5,16,1,2,0,0,5,17,0,0,1,1
5147,Charles Oliveira,W,1,38,59,0.64,43,64,1,3,1,0,0,0.0,23,38,13,19,2,2,20,34,10,17,8,8
5147,Nik Lentz,L,0,18,49,0.36,21,53,0,1,0,2,4,0.5,10,36,5,9,3,4,10,39,6,8,2,2
5146,Davi Ramos,W,0,63,114,0.55,76,128,0,3,0,3,7,0.42,44,86,7,15,12,13,41,92,5,5,17,17
5146,Austin Hubbard,L,0,44,116,0.37,46,119,0,0,0,0,0,0.0,19,73,8,24,17,19,40,111,2,3,2,2
5145,Aspen Ladd,W,0,69,125,0.55,85,143,3,6,0,3,4,0.75,57,111,7,9,5,5,38,82,14,20,17,23
5145,Sijara Eubanks,L,0,77,164,0.46,80,168,0,2,0,2,5,0.4,60,146,16,17,1,1,61,140,12,19,4,5
5144,Desmond Green,W,0,78,144,0.54,85,152,0,1,0,4,4,1.0,56,119,15,17,7,8,61,123,7,7,10,14
5144,Charles Jourdain,L,0,55,146,0.37,55,146,0,0,0,0,0,0.0,11,79,14,29,30,38,54,143,1,3,0,0
5143,Michel Pereira,W,1,6,11,0.54,6,11,0,0,0,0,0,0.0,4,9,2,2,0,0,5,10,1,1,0,0
5143,Danny Roberts,L,0,2,4,0.5,2,4,0,0,0,0,0,0.0,0,2,0,0,2,2,2,4,0,0,0,0
5142,Grant Dawson,W,0,27,56,0.48,34,63,1,4,0,3,10,0.3,9,32,12,17,6,7,15,40,11,13,1,3
5142,Michael Trizano,L,0,20,41,0.48,24,45,0,0,0,0,0,0.0,10,30,7,8,3,3,16,37,4,4,0,0
5141,Ed Herman,W,1,11,35,0.31,14,38,0,0,0,0,0,0.0,11,34,0,0,0,1,8,28,1,4,2,3
5141,Patrick Cummins,L,0,22,33,0.66,22,33,0,0,0,1,2,0.5,21,31,0,1,1,1,18,29,4,4,0,0
5140,Zak Cummings,W,1,34,100,0.34,41,107,1,0,0,0,2,0.0,10,67,11,16,13,17,28,92,6,8,0,0
5140,Trevin Giles,L,0,31,64,0.48,36,69,0,0,0,0,0,0.0,21,49,7,12,3,3,29,61,2,3,0,0
5139,Julio Arce,W,1,74,160,0.46,74,160,0,0,0,1,1,1.0,61,142,12,17,1,1,71,155,2,4,1,1
5139,Julian Erosa,L,0,43,160,0.26,46,164,0,0,0,0,0,0.0,23,129,15,24,5,7,39,151,4,9,0,0
5138,Jessica Andrade,W,0,47,105,0.44,49,107,0,0,0,2,4,0.5,17,68,11,17,19,20,41,98,5,6,1,1
5138,Rose Namajunas,L,1,55,125,0.44,55,125,1,1,0,0,2,0.0,54,124,1,1,0,0,50,119,3,3,2,3
5137,Jared Cannonier,W,1,17,31,0.54,18,32,0,0,0,0,0,0.0,5,16,2,3,10,12,14,27,3,4,0,0
5137,Anderson Silva,L,0,8,15,0.53,8,15,0,0,0,0,0,0.0,1,6,3,4,4,5,7,14,1,1,0,0
5136,Alexander Volkanovski,W,0,95,176,0.53,129,215,0,0,0,0,3,0.0,28,93,17,24,50,59,67,147,28,29,0,0
5136,Jose Aldo,L,0,29,79,0.36,39,90,0,0,0,0,1,0.0,19,63,7,12,3,4,26,76,3,3,0,0
5135,Laureano Staropoli,W,0,54,202,0.26,57,205,0,0,0,1,1,1.0,37,167,15,31,2,4,53,199,1,3,0,0
5135,Thiago Alves,L,0,58,147,0.39,59,148,0,0,0,1,3,0.33,27,107,5,10,26,30,54,141,4,6,0,0
5134,Irene Aldana,W,0,83,247,0.33,84,248,1,1,0,0,0,0.0,67,224,11,17,5,6,80,243,3,3,0,1
5134,Bethe Correia,L,0,81,196,0.41,81,196,0,0,0,0,2,0.0,43,141,18,32,20,23,80,195,1,1,0,0
5133,Ryan Spann,W,1,13,32,0.4,13,32,1,1,0,1,2,0.5,11,30,1,1,1,1,10,29,0,0,3,3
5133,Rogerio Nogueira,L,0,6,24,0.25,6,24,0,0,0,0,0,0.0,6,24,0,0,0,0,6,24,0,0,0,0
5132,Thiago Moises,W,0,66,102,0.64,115,160,1,4,0,4,6,0.66,59,92,2,4,5,6,28,53,8,11,30,38
5132,Kurt Holobaugh,L,0,39,115,0.33,108,189,0,0,0,2,6,0.33,16,82,21,30,2,3,24,93,14,21,1,1
5131,Warlley Alves,W,1,72,157,0.45,72,157,0,0,0,0,0,0.0,36,107,10,14,26,36,70,154,2,3,0,0
5131,Sergio Moraes,L,0,20,62,0.32,20,62,0,0,0,0,0,0.0,12,52,7,9,1,1,19,59,1,3,0,0
5130,Clay Guida,W,0,80,208,0.38,113,242,0,0,0,1,2,0.5,52,170,13,21,15,17,64,177,16,31,0,0
5130,BJ Penn,L,0,64,177,0.36,74,188,0,0,0,0,0,0.0,56,164,8,12,0,1,54,165,10,12,0,0
5129,Luana Carolina,W,1,111,231,0.48,126,251,3,1,2,0,0,0.0,75,180,31,46,5,5,82,181,21,40,8,10
5129,Priscila Cachoeira,L,0,69,149,0.46,69,149,0,0,2,0,2,0.0,39,103,21,34,9,12,55,125,13,23,1,1
5128,Raoni Barcelos,W,1,59,123,0.47,70,137,1,3,0,0,1,0.0,52,113,3,4,4,6,23,72,1,1,35,50
5128,Carlos Huachin,L,0,20,127,0.15,20,127,0,0,0,0,0,0.0,17,120,2,6,1,1,19,124,1,3,0,0
5127,Viviane Araujo,W,1,61,115,0.53,66,120,0,3,0,3,3,1.0,34,79,9,14,18,22,57,111,0,0,4,4
5127,Talita Bernardo,L,0,46,136,0.33,51,141,0,0,0,0,3,0.0,28,112,8,12,10,12,45,134,1,2,0,0
5126,Donald Cerrone,W,2,138,361,0.38,140,363,0,0,0,0,0,0.0,87,302,17,25,34,34,129,344,3,3,6,14
5126,Al Iaquinta,L,0,90,223,0.4,90,223,0,0,0,0,5,0.0,49,165,23,38,18,20,90,223,0,0,0,0
5125,Derek Brunson,W,0,56,94,0.59,65,103,0,5,0,4,9,0.44,34,62,11,17,11,15,45,82,6,7,5,5
5125,Elias Theodorou,L,0,65,170,0.38,87,194,0,0,0,0,1,0.0,16,88,27,34,22,48,53,150,12,20,0,0
5124,Shane Burgos,W,0,134,268,0.5,147,282,0,0,0,0,0,0.0,82,208,18,25,34,35,128,260,6,8,0,0
5124,Cub Swanson,L,0,129,256,0.5,132,260,0,0,0,0,2,0.0,66,167,14,26,49,63,113,239,11,12,5,5
5123,Merab Dvalishvili,W,0,55,102,0.53,215,274,0,3,0,5,9,0.55,43,85,6,10,6,7,24,65,4,5,27,32
5123,Brad Katona,L,0,32,56,0.57,43,70,0,0,0,0,0,0.0,21,41,4,5,7,10,17,36,12,16,3,4
5122,Walt Harris,W,1,17,28,0.6,17,28,0,0,0,0,0,0.0,17,27,0,1,0,0,9,18,3,4,5,6
5122,Serghei Spivac,L,0,1,3,0.33,1,3,0,0,0,0,0,0.0,0,2,0,0,1,1,1,3,0,0,0,0
5121,Andrew Sanchez,W,0,72,148,0.48,102,181,0,3,0,2,8,0.25,44,112,21,26,7,10,54,125,12,16,6,7
5121,Marc-Andre Barriault,L,0,69,130,0.53,76,137,0,0,0,0,1,0.0,55,114,12,14,2,2,35,86,29,39,5,5
5120,Macy Chiasson,W,0,43,66,0.65,82,107,0,3,2,0,0,0.0,38,61,5,5,0,0,1,2,0,0,42,64
5120,Sarah Moras,L,0,9,11,0.81,29,38,1,3,0,1,3,0.33,9,11,0,0,0,0,1,1,0,0,8,10
5119,Vince Morales,W,0,59,194,0.3,59,194,0,0,0,0,0,0.0,31,151,20,32,8,11,58,192,1,2,0,0
5119,Aiemann Zahabi,L,0,28,82,0.34,29,83,0,0,0,1,5,0.2,14,62,9,14,5,6,27,81,1,1,0,0
5118,Nordine Taleb,W,0,90,201,0.44,90,201,0,0,0,0,0,0.0,32,125,27,39,31,37,89,199,0,0,1,2
5118,Kyle Prepolec,L,0,52,153,0.33,53,154,0,0,0,0,2,0.0,27,113,22,30,3,10,51,151,1,2,0,0
5117,Matt Sayles,W,0,75,147,0.51,106,181,1,3,1,0,0,0.0,45,113,15,18,15,16,48,105,3,5,24,37
5117,Kyle Nelson,L,0,26,93,0.27,32,103,4,1,0,2,10,0.2,18,82,8,11,0,0,24,86,2,7,0,0
5116,Arjan Bhullar,W,0,41,62,0.66,69,94,0,2,0,2,2,1.0,32,53,8,8,1,1,18,37,19,21,4,4
5116,Juan Adams,L,0,81,185,0.43,107,212,0,0,0,0,0,0.0,56,158,21,23,4,4,50,148,30,36,1,1
5115,Cole Smith,W,0,38,88,0.43,56,111,2,2,0,2,4,0.5,13,41,9,26,16,21,27,72,10,15,1,1
5115,Mitch Gagnon,L,1,15,54,0.27,23,62,2,1,1,0,1,0.0,11,42,2,8,2,4,9,40,4,11,2,3
5114,Jack Hermansson,W,0,148,372,0.39,256,496,1,1,0,3,10,0.3,96,313,32,36,20,23,120,339,24,29,4,4
5114,Jacare Souza,L,0,90,175,0.51,120,205,0,0,0,0,3,0.0,65,141,24,33,1,1,74,154,15,20,1,1
5113,Greg Hardy,W,0,14,30,0.46,17,33,0,0,0,0,0,0.0,12,28,2,2,0,0,4,13,2,2,8,15
5113,Dmitrii Smoliakov,L,0,1,3,0.33,1,3,0,0,0,0,2,0.0,1,3,0,0,0,0,1,3,0,0,0,0
5112,Mike Perry,W,0,65,110,0.59,75,120,0,1,0,0,1,0.0,48,90,6,8,11,12,32,72,18,19,15,19
5112,Alex Oliveira,L,0,48,137,0.35,50,139,0,0,0,0,1,0.0,30,110,7,16,11,11,42,125,6,11,0,1
5111,Glover Teixeira,W,0,30,57,0.52,35,63,1,3,0,0,7,0.0,24,51,6,6,0,0,16,38,9,11,5,8
5111,Ion Cutelaba,L,0,74,135,0.54,74,135,0,1,0,0,0,0.0,57,113,16,21,1,1,43,94,20,25,11,16
5110,Cory Sandhagen,W,0,120,275,0.43,128,283,0,0,0,2,4,0.5,72,218,16,23,32,34,119,273,1,2,0,0
5110,John Lineker,L,0,106,256,0.41,106,256,1,0,0,1,2,0.5,57,177,39,64,10,15,105,250,1,6,0,0
5109,Roosevelt Roberts,W,0,53,85,0.62,95,132,0,6,0,2,4,0.5,41,73,7,7,5,5,31,59,3,3,19,23
5109,Thomas Gifford,L,0,30,70,0.42,86,130,0,1,0,1,1,1.0,16,53,5,7,9,10,24,63,4,5,2,2
5108,Takashi Sato,W,1,28,69,0.4,33,74,0,0,0,0,0,0.0,25,64,2,3,1,2,13,44,2,6,13,19
5108,Ben Saunders,L,0,46,90,0.51,47,91,0,0,0,0,0,0.0,9,46,22,28,15,16,29,70,17,20,0,0
5107,Augusto Sakai,W,0,42,132,0.31,51,141,0,0,0,0,1,0.0,26,108,8,12,8,12,30,113,12,19,0,0
5107,Andrei Arlovski,L,0,75,175,0.42,82,182,0,0,0,0,0,0.0,31,126,29,31,15,18,65,164,10,11,0,0
5106,Carla Esparza,W,0,25,51,0.49,97,128,0,3,1,4,10,0.4,18,43,6,7,1,1,12,30,8,12,5,9
5106,Virna Jandiroba,L,0,17,37,0.45,64,89,0,5,2,3,9,0.33,13,33,4,4,0,0,13,30,3,6,1,1
5105,Gilbert Burns,W,0,49,87,0.56,81,122,1,4,0,3,6,0.5,36,71,4,6,9,10,28,62,4,5,17,20
5105,Mike Davis,L,0,13,44,0.29,17,49,0,0,0,0,0,0.0,5,29,6,13,2,2,11,42,2,2,0,0
5104,Jim Miller,W,0,6,11,0.54,8,14,1,1,0,2,2,1.0,4,9,0,0,2,2,6,11,0,0,0,0
5104,Jason Gonzalez,L,0,10,25,0.4,10,25,0,0,0,0,0,0.0,5,20,0,0,5,5,10,25,0,0,0,0
5103,Angela Hill,W,0,117,236,0.49,118,237,0,0,0,0,3,0.0,83,195,30,37,4,4,103,219,13,16,1,1
5103,Jodie Esquibel,L,0,57,289,0.19,57,289,0,0,0,0,3,0.0,40,243,15,42,2,4,50,277,7,12,0,0
5102,Dhiego Lima,W,0,65,159,0.4,67,161,0,0,0,0,3,0.0,47,135,16,22,2,2,62,155,3,4,0,0
5102,Court McGee,L,1,65,228,0.28,69,232,0,0,0,0,8,0.0,28,166,15,34,22,28,60,223,4,4,1,1
5101,Alistair Overeem,W,1,29,33,0.87,31,35,0,0,0,0,1,0.0,23,27,6,6,0,0,5,8,12,13,12,12
5101,Aleksei Oleinik,L,0,38,58,0.65,78,101,0,0,0,0,0,0.0,15,34,23,24,0,0,12,26,26,32,0,0
5100,Islam Makhachev,W,0,14,20,0.7,47,53,0,2,0,4,9,0.44,7,12,6,6,1,2,4,10,8,8,2,2
5100,Arman Tsarukyan,L,0,13,43,0.3,60,90,0,0,0,1,12,0.08,5,25,7,15,1,3,6,34,7,9,0,0
5099,Sergei Pavlovich,W,1,17,26,0.65,17,26,0,0,0,0,0,0.0,17,26,0,0,0,0,14,22,3,4,0,0
5099,Marcelo Golm,L,0,5,15,0.33,5,15,0,0,0,0,0,0.0,4,13,0,1,1,1,4,14,1,1,0,0
5098,Roxanne Modafferi,W,0,33,79,0.41,105,162,0,5,2,5,6,0.83,29,73,3,5,1,1,18,60,3,4,12,15
5098,Antonina Shevchenko,L,0,64,116,0.55,87,144,0,0,2,0,0,0.0,50,101,12,13,2,2,49,98,10,11,5,7
5097,Krzysztof Jotko,W,0,43,69,0.62,111,149,0,5,0,4,4,1.0,37,56,4,10,2,3,8,25,0,0,35,44
5097,Alen Amedovski,L,0,6,17,0.35,6,17,0,0,1,0,0,0.0,6,17,0,0,0,0,3,12,0,0,3,5
5096,Movsar Evloev,W,0,50,78,0.64,121,156,0,1,0,5,16,0.31,42,69,7,8,1,1,6,29,15,16,29,33
5096,SeungWoo Choi,L,0,26,58,0.44,94,136,0,0,0,0,2,0.0,19,49,5,5,2,4,10,40,10,12,6,6
5095,Sultan Aliev,W,0,25,63,0.39,32,70,0,0,0,2,7,0.28,22,57,2,4,1,2,20,53,4,9,1,1
5095,Keita Nakamura,L,0,29,81,0.35,57,109,0,0,0,0,1,0.0,18,63,7,11,4,7,21,72,4,5,4,4
5094,Alexander Yakovlev,W,0,14,19,0.73,18,23,1,0,0,1,2,0.5,9,14,4,4,1,1,2,6,5,5,7,8
5094,Alex Da Silva,L,0,8,19,0.42,10,23,0,2,0,1,3,0.33,3,14,3,3,2,2,2,11,3,3,3,5
5093,Shamil Abdurakhimov,W,1,36,87,0.41,36,87,0,0,0,0,3,0.0,24,72,10,13,2,2,26,74,10,13,0,0
5093,Marcin Tybura,L,0,28,70,0.4,28,70,0,0,0,0,0,0.0,17,58,6,7,5,5,26,65,2,5,0,0
5092,Michal Oleksiejczuk,W,3,8,10,0.8,8,10,0,0,0,0,0,0.0,8,10,0,0,0,0,3,5,1,1,4,4
5092,Gadzhimurad Antigulov,L,0,6,13,0.46,6,13,0,0,0,0,2,0.0,5,12,1,1,0,0,6,13,0,0,0,0
5091,Magomed Mustafaev,W,1,10,12,0.83,11,13,0,0,0,0,0,0.0,7,9,1,1,2,2,4,6,0,0,6,6
5091,Rafael Fiziev,L,0,1,1,1.0,1,1,0,0,0,0,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0
5090,Dustin Poirier,W,0,178,381,0.46,180,383,0,0,0,1,8,0.12,153,349,18,24,7,8,165,365,13,16,0,0
5090,Max Holloway,L,0,181,446,0.4,208,473,1,0,0,0,0,0.0,141,394,39,50,1,2,167,425,14,21,0,0
5089,Israel Adesanya,W,4,109,237,0.45,119,247,2,0,0,0,0,0.0,70,186,16,23,23,28,100,225,1,1,8,11
5089,Kelvin Gastelum,L,0,91,220,0.41,92,222,0,0,1,1,9,0.11,68,191,12,16,11,13,91,219,0,1,0,0
5088,Khalil Rountree Jr.,W,4,79,157,0.5,83,162,0,0,0,0,0,0.0,26,89,15,23,38,45,75,145,0,0,4,12
5088,Eryk Anders,L,0,16,69,0.23,19,72,0,0,0,0,1,0.0,12,62,4,7,0,0,16,68,0,1,0,0
5087,Dwight Grant,W,0,38,122,0.31,39,123,0,0,0,0,0,0.0,13,88,4,8,21,26,37,121,1,1,0,0
5087,Alan Jouban,L,0,24,100,0.24,25,101,0,1,0,1,2,0.5,9,77,3,6,12,17,19,89,1,4,4,7
5086,Nikita Krylov,W,0,27,44,0.61,60,79,2,2,0,1,2,0.5,15,27,7,11,5,6,17,32,6,8,4,4
5086,Ovince Saint Preux,L,0,4,8,0.5,8,12,0,2,1,3,8,0.37,3,6,1,2,0,0,2,5,1,1,1,2
5085,Matt Frevola,W,0,31,77,0.4,49,95,2,7,2,4,13,0.3,18,50,5,18,8,9,24,67,0,2,7,8
5085,Jalin Turner,L,0,35,116,0.3,42,124,1,0,1,0,0,0.0,27,101,8,15,0,0,31,107,1,5,3,4
5084,Alexandre Pantoja,W,1,23,33,0.69,26,36,0,0,0,0,0,0.0,19,28,4,5,0,0,7,12,0,0,16,21
5084,Wilson Reis,L,0,1,6,0.16,2,7,0,0,0,1,4,0.25,0,4,0,1,1,1,1,6,0,0,0,0
5083,Max Griffin,W,0,47,92,0.51,72,121,3,2,0,6,11,0.54,23,65,16,19,8,8,34,71,11,18,2,3
5083,Zelim Imadaev,L,0,64,150,0.42,78,165,0,0,0,0,1,0.0,46,120,12,22,6,8,47,126,17,24,0,0
5082,Khalid Taha,W,1,5,5,1.0,5,5,0,0,0,0,0,0.0,5,5,0,0,0,0,2,2,0,0,3,3
5082,Boston Salmon,L,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5081,Belal Muhammad,W,0,47,107,0.43,126,217,0,6,0,2,6,0.33,39,96,4,7,4,4,33,78,0,1,14,28
5081,Curtis Millender,L,0,48,96,0.5,50,98,0,1,0,0,0,0.0,19,61,7,12,22,23,46,94,2,2,0,0
5080,Montel Jackson,W,0,64,107,0.59,160,218,0,3,1,3,4,0.75,38,78,17,19,9,10,38,78,11,14,15,15
5080,Andre Soukhamthath,L,0,30,62,0.48,41,73,0,0,0,1,1,1.0,6,33,7,10,17,19,26,58,4,4,0,0
5079,Poliana Botelho,W,0,47,84,0.55,152,202,0,2,0,2,2,1.0,19,45,14,22,14,17,33,70,8,8,6,6
5079,Lauren Mueller,L,0,47,116,0.4,105,182,0,1,0,0,0,0.0,28,87,9,18,10,11,42,109,4,5,1,2
5078,Brandon Davis,W,0,35,88,0.39,40,93,1,0,0,0,0,0.0,20,67,6,11,9,10,30,82,5,6,0,0
5078,Randy Costa,L,0,46,101,0.45,49,104,0,0,0,0,0,0.0,37,89,8,11,1,1,44,98,2,3,0,0
5077,Justin Gaethje,W,1,20,35,0.57,22,37,0,0,0,0,0,0.0,13,28,2,2,5,5,12,22,8,13,0,0
5077,Edson Barboza,L,0,13,32,0.4,13,32,0,0,0,0,0,0.0,6,21,3,5,4,6,11,30,2,2,0,0
5076,Jack Hermansson,W,0,3,10,0.3,3,10,1,1,0,1,2,0.5,1,6,0,2,2,2,3,10,0,0,0,0
5076,David Branch,L,0,1,6,0.16,1,6,0,0,0,0,0,0.0,1,6,0,0,0,0,1,6,0,0,0,0
5075,Josh Emmett,W,1,22,87,0.25,22,87,0,0,0,0,3,0.0,7,65,7,14,8,8,22,87,0,0,0,0
5075,Michael Johnson,L,0,24,128,0.18,24,128,0,0,0,0,0,0.0,13,110,9,14,2,4,24,128,0,0,0,0
5074,Michelle Waterson,W,0,64,149,0.42,82,167,1,1,0,2,4,0.5,25,93,17,26,22,30,41,121,17,21,6,7
5074,Karolina Kowalkiewicz,L,0,57,118,0.48,77,141,0,0,0,0,0,0.0,16,61,20,27,21,30,42,103,13,13,2,2
5073,Paul Craig,W,0,25,77,0.32,31,83,2,0,1,1,16,0.06,6,51,13,20,6,6,21,71,4,6,0,0
5073,Kennedy Nzechukwu,L,0,40,72,0.55,47,80,0,1,0,0,0,0.0,33,64,7,8,0,0,11,36,7,7,22,29
5072,Sodiq Yusuff,W,1,73,148,0.49,99,177,0,1,0,0,3,0.0,32,88,25,35,16,25,49,115,15,21,9,12
5072,Sheymon Moraes,L,0,54,118,0.45,58,122,0,0,0,0,0,0.0,21,70,26,40,7,8,42,102,12,16,0,0
5071,Marina Rodriguez,W,1,118,202,0.58,129,213,0,0,1,0,1,0.0,58,123,38,53,22,26,67,143,39,47,12,12
5071,Jessica Aguilar,L,0,50,114,0.43,63,127,1,1,0,0,1,0.0,23,76,27,38,0,0,22,75,27,38,1,1
5070,Desmond Green,W,1,25,32,0.78,25,32,0,0,0,1,2,0.5,17,23,6,6,2,3,10,16,1,1,14,15
5070,Ross Pearson,L,0,12,24,0.5,12,24,0,0,0,0,1,0.0,1,6,4,11,7,7,12,24,0,0,0,0
5069,Kevin Aguilar,W,0,58,243,0.23,58,243,0,0,0,0,0,0.0,36,208,20,31,2,4,58,240,0,3,0,0
5069,Enrique Barzola,L,0,52,126,0.41,53,127,0,0,0,0,8,0.0,28,96,9,13,15,17,50,121,2,5,0,0
5068,Kevin Holland,W,0,27,43,0.62,76,98,2,4,2,1,2,0.5,19,35,4,4,4,4,10,19,0,1,17,23
5068,Gerald Meerschaert,L,0,10,13,0.76,44,56,4,9,2,6,11,0.54,4,6,3,4,3,3,4,4,4,7,2,2
5067,Casey Kenney,W,0,32,52,0.61,46,68,0,4,3,2,3,0.66,9,27,19,20,4,5,9,23,19,25,4,4
5067,Ray Borg,L,0,17,35,0.48,22,40,0,3,1,7,10,0.7,8,23,8,11,1,1,2,14,13,19,2,2
5066,Maryna Moroz,W,0,56,190,0.29,74,208,0,0,0,1,9,0.11,27,150,18,28,11,12,47,174,4,9,5,7
5066,Sabina Mazo,L,0,64,144,0.44,73,157,0,0,0,0,0,0.0,21,87,19,25,24,32,61,138,2,5,1,1
5065,Alex Perez,W,0,60,110,0.54,150,220,0,1,0,2,4,0.5,37,74,2,5,21,31,26,64,1,2,33,44
5065,Mark De La Rosa,L,0,26,84,0.3,74,140,0,0,0,0,0,0.0,19,73,2,2,5,9,15,70,2,2,9,12
5064,Anthony Pettis,W,1,32,55,0.58,32,55,0,0,0,0,0,0.0,5,21,7,12,20,22,30,53,0,0,2,2
