fight_id,fighter,round,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
5575,Tony Ferguson,1,0,29,54,0.53,29,54,0,0,0,0,0,0.0,13,36,10,11,6,7,29,54,0,0,0,0
5575,Justin Gaethje,1,0,26,37,0.7,26,37,0,0,0,0,0,0.0,15,25,4,5,7,7,26,37,0,0,0,0
5575,Tony Ferguson,2,0,33,64,0.51,33,64,0,0,0,0,0,0.0,17,47,3,4,13,13,33,64,0,0,0,0
5575,Justin Gaethje,2,0,37,50,0.74,37,50,0,0,0,0,0,0.0,24,37,4,4,9,9,37,50,0,0,0,0
5575,Tony Ferguson,3,0,24,69,0.34,24,69,0,0,0,0,0,0.0,13,57,5,6,6,6,24,69,0,0,0,0
5575,Justin Gaethje,3,0,20,35,0.57,20,35,0,0,0,0,0,0.0,14,29,3,3,3,3,20,35,0,0,0,0
5575,Tony Ferguson,4,0,36,73,0.49,36,73,0,0,0,0,0,0.0,17,50,13,16,6,7,36,73,0,0,0,0
5575,Justin Gaethje,4,0,26,36,0.72,26,36,0,0,0,0,0,0.0,18,28,1,1,7,7,26,36,0,0,0,0
5575,Tony Ferguson,5,0,14,36,0.38,14,36,0,0,0,0,0,0.0,4,22,5,6,5,8,14,36,0,0,0,0
5575,Justin Gaethje,5,0,34,39,0.87,34,39,0,0,0,0,0,0.0,29,34,1,1,4,4,34,39,0,0,0,0
5574,Henry Cejudo,1,0,19,29,0.65,21,31,0,0,0,1,2,0.5,3,10,2,3,14,16,18,28,0,0,1,1
5574,Dominick Cruz,1,0,14,29,0.48,14,29,0,0,0,0,3,0.0,4,16,6,7,4,6,14,29,0,0,0,0
5574,Henry Cejudo,2,1,34,54,0.62,35,55,0,0,0,0,3,0.0,21,40,4,5,9,9,26,42,0,2,8,10
5574,Dominick Cruz,2,0,19,52,0.36,19,52,0,0,0,0,1,0.0,11,42,2,4,6,6,17,49,2,3,0,0
5573,Francis Ngannou,1,1,6,13,0.46,6,13,0,0,0,0,0,0.0,5,11,1,2,0,0,3,9,0,0,3,4
5573,Jairzinho Rozenstruik,1,0,5,5,1.0,5,5,0,0,0,0,0,0.0,3,3,0,0,2,2,5,5,0,0,0,0
5572,Jeremy Stephens,1,0,40,64,0.62,40,64,0,0,0,0,0,0.0,16,36,7,10,17,18,40,64,0,0,0,0
5572,Calvin Kattar,1,0,26,66,0.39,26,66,0,0,0,0,1,0.0,15,54,7,8,4,4,26,65,0,1,0,0
5572,Jeremy Stephens,2,0,17,40,0.42,17,40,0,0,0,0,0,0.0,8,30,2,2,7,8,16,39,1,1,0,0
5572,Calvin Kattar,2,1,26,47,0.55,26,47,0,0,0,0,0,0.0,17,38,5,5,4,4,21,38,1,3,4,6
5571,Greg Hardy,1,0,25,55,0.45,25,55,0,0,0,0,0,0.0,13,40,4,5,8,10,25,55,0,0,0,0
5571,Yorgan De Castro,1,0,15,41,0.36,15,41,0,0,0,0,0,0.0,6,30,1,3,8,8,15,41,0,0,0,0
5571,Greg Hardy,2,0,16,31,0.51,16,31,0,0,0,0,0,0.0,5,18,1,1,10,12,16,31,0,0,0,0
5571,Yorgan De Castro,2,0,4,11,0.36,4,11,0,0,0,0,0,0.0,0,6,0,1,4,4,4,11,0,0,0,0
5571,Greg Hardy,3,0,14,38,0.36,25,49,0,0,0,0,0,0.0,3,22,2,3,9,13,14,38,0,0,0,0
5571,Yorgan De Castro,3,0,5,17,0.29,5,17,0,0,0,0,0,0.0,0,8,1,3,4,6,5,17,0,0,0,0
5570,Anthony Pettis,1,0,15,27,0.55,21,35,0,0,0,0,0,0.0,7,13,4,8,4,6,13,25,0,0,2,2
5570,Donald Cerrone,1,0,17,31,0.54,17,31,0,1,0,1,2,0.5,10,23,5,5,2,3,16,30,1,1,0,0
5570,Anthony Pettis,2,0,21,38,0.55,33,50,0,0,0,0,1,0.0,13,28,4,6,4,4,21,38,0,0,0,0
5570,Donald Cerrone,2,0,20,52,0.38,20,52,0,0,0,1,2,0.5,8,38,5,7,7,7,19,51,1,1,0,0
5570,Anthony Pettis,3,0,27,48,0.56,27,48,0,0,0,0,0,0.0,24,43,2,4,1,1,26,47,1,1,0,0
5570,Donald Cerrone,3,0,25,65,0.38,25,65,0,0,0,0,4,0.0,13,51,8,10,4,4,24,62,1,3,0,0
5569,Aleksei Oleinik,1,0,54,94,0.57,71,112,0,0,0,0,0,0.0,47,86,5,5,2,3,39,76,15,18,0,0
5569,Fabricio Werdum,1,0,25,37,0.67,28,40,0,0,0,0,2,0.0,14,24,7,9,4,4,17,26,8,11,0,0
5569,Aleksei Oleinik,2,0,26,63,0.41,40,77,0,0,0,0,0,0.0,21,58,3,3,2,2,22,53,4,10,0,0
5569,Fabricio Werdum,2,0,24,38,0.63,29,43,0,2,0,1,2,0.5,12,23,7,10,5,5,15,29,6,6,3,3
5569,Aleksei Oleinik,3,0,14,26,0.53,38,52,0,0,1,0,0,0.0,11,23,2,2,1,1,11,20,3,5,0,1
5569,Fabricio Werdum,3,0,4,8,0.5,13,18,1,4,1,2,3,0.66,1,5,2,2,1,1,2,5,2,3,0,0
5568,Carla Esparza,1,0,5,18,0.27,7,20,0,0,0,1,1,1.0,3,14,1,2,1,2,4,17,0,0,1,1
5568,Michelle Waterson,1,0,9,28,0.32,9,28,0,0,0,0,0,0.0,4,18,2,3,3,7,9,28,0,0,0,0
5568,Carla Esparza,2,0,15,31,0.48,16,32,0,0,0,0,3,0.0,13,28,1,1,1,2,14,30,1,1,0,0
5568,Michelle Waterson,2,0,13,26,0.5,13,26,0,0,0,0,0,0.0,3,15,4,4,6,7,10,22,3,4,0,0
5568,Carla Esparza,3,0,25,54,0.46,25,54,0,0,0,0,6,0.0,18,46,4,5,3,3,21,47,4,7,0,0
5568,Michelle Waterson,3,0,22,44,0.5,22,44,0,0,0,0,0,0.0,8,27,7,9,7,8,20,42,2,2,0,0
5567,Vicente Luque,1,0,51,77,0.66,51,77,0,0,0,0,0,0.0,28,49,4,8,19,20,51,75,0,2,0,0
5567,Niko Price,1,0,38,102,0.37,44,108,0,1,0,1,1,1.0,23,83,4,6,11,13,34,94,3,7,1,1
5567,Vicente Luque,2,0,40,81,0.49,40,81,0,0,0,0,0,0.0,23,63,4,4,13,14,39,79,1,2,0,0
5567,Niko Price,2,0,40,96,0.41,49,106,0,0,0,0,2,0.0,25,75,7,13,8,8,34,84,6,12,0,0
5567,Vicente Luque,3,1,39,79,0.49,39,79,0,0,0,0,0,0.0,34,74,0,0,5,5,36,75,0,0,3,4
5567,Niko Price,3,0,51,93,0.54,51,93,0,0,0,0,1,0.0,33,72,4,6,14,15,48,90,0,0,3,3
5566,Bryce Mitchell,1,0,11,13,0.84,12,14,3,4,0,1,1,1.0,8,10,3,3,0,0,0,1,0,0,11,12
5566,Charles Rosa,1,0,1,1,1.0,2,2,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,1
5566,Bryce Mitchell,2,0,17,21,0.8,28,32,2,3,0,1,1,1.0,12,16,5,5,0,0,0,1,0,0,17,20
5566,Charles Rosa,2,0,3,4,0.75,4,5,0,0,0,0,0,0.0,0,1,1,1,2,2,3,4,0,0,0,0
5566,Bryce Mitchell,3,0,12,15,0.8,20,28,0,7,0,1,1,1.0,7,10,5,5,0,0,0,1,0,0,12,14
5566,Charles Rosa,3,0,1,5,0.2,6,10,0,0,0,0,0,0.0,1,5,0,0,0,0,1,4,0,0,0,1
5565,Ryan Spann,1,0,9,27,0.33,9,27,1,0,0,2,4,0.5,7,25,2,2,0,0,8,24,1,3,0,0
5565,Sam Alvey,1,0,17,25,0.68,57,67,0,0,0,0,0,0.0,10,18,2,2,5,5,13,20,4,5,0,0
5565,Ryan Spann,2,0,22,39,0.56,23,40,0,0,0,0,1,0.0,18,32,4,7,0,0,22,39,0,0,0,0
5565,Sam Alvey,2,0,15,39,0.38,17,41,0,0,0,0,0,0.0,9,32,0,0,6,7,14,37,1,2,0,0
5565,Ryan Spann,3,0,20,49,0.4,20,49,0,0,0,0,2,0.0,16,45,4,4,0,0,18,46,2,3,0,0
5565,Sam Alvey,3,0,25,44,0.56,29,48,0,0,0,0,0,0.0,21,40,1,1,3,3,19,37,6,7,0,0
5564,Kevin Lee,1,0,15,29,0.51,15,29,0,1,1,0,0,0.0,13,27,2,2,0,0,8,22,0,0,7,7
5564,Charles Oliveira,1,0,13,18,0.72,16,21,0,0,1,0,1,0.0,8,12,1,2,4,4,10,15,0,0,3,3
5564,Kevin Lee,2,0,16,37,0.43,36,57,0,1,0,2,2,1.0,13,34,3,3,0,0,13,29,0,0,3,8
5564,Charles Oliveira,2,0,28,42,0.66,33,47,1,0,0,0,0,0.0,19,33,7,7,2,2,23,36,2,2,3,4
5564,Kevin Lee,3,0,10,14,0.71,10,14,0,0,0,0,1,0.0,9,13,1,1,0,0,10,14,0,0,0,0
5564,Charles Oliveira,3,0,2,5,0.4,2,5,1,0,0,0,0,0.0,1,4,1,1,0,0,2,5,0,0,0,0
5563,Demian Maia,1,0,4,7,0.57,4,7,0,1,0,2,2,1.0,4,7,0,0,0,0,4,7,0,0,0,0
5563,Gilbert Burns,1,1,13,16,0.81,14,17,0,0,0,0,0,0.0,10,13,1,1,2,2,5,7,0,0,8,9
5562,Renato Moicano,1,0,1,2,0.5,4,5,1,1,0,1,1,1.0,1,2,0,0,0,0,1,2,0,0,0,0
5562,Damir Hadzovic,1,0,1,5,0.2,1,5,0,0,0,0,0,0.0,0,4,0,0,1,1,1,5,0,0,0,0
5561,Johnny Walker,1,0,19,22,0.86,44,47,0,0,0,0,0,0.0,16,19,1,1,2,2,8,10,8,9,3,3
5561,Nikita Krylov,1,0,16,22,0.72,45,51,0,1,0,2,5,0.4,13,18,2,2,1,2,7,12,2,3,7,7
5561,Johnny Walker,2,0,12,19,0.63,26,36,0,0,1,0,0,0.0,11,17,1,2,0,0,1,2,0,0,11,17
5561,Nikita Krylov,2,0,12,17,0.7,33,40,0,1,0,1,1,1.0,11,15,1,2,0,0,2,4,0,0,10,13
5561,Johnny Walker,3,0,6,9,0.66,21,29,0,2,0,0,0,0.0,6,9,0,0,0,0,1,2,0,0,5,7
5561,Nikita Krylov,3,0,17,19,0.89,50,57,0,2,1,0,2,0.0,14,16,3,3,0,0,1,2,0,0,16,17
5560,Francisco Trinaldo,1,0,12,30,0.4,12,30,0,0,0,0,0,0.0,5,22,6,7,1,1,12,30,0,0,0,0
5560,John Makdessi,1,0,25,35,0.71,25,35,0,0,0,0,0,0.0,5,9,7,10,13,16,25,35,0,0,0,0
5560,Francisco Trinaldo,2,0,19,44,0.43,19,44,0,0,0,0,0,0.0,12,33,6,10,1,1,19,44,0,0,0,0
5560,John Makdessi,2,0,19,38,0.5,19,38,0,0,0,0,0,0.0,4,18,5,8,10,12,19,38,0,0,0,0
5560,Francisco Trinaldo,3,0,24,52,0.46,24,52,0,0,0,0,1,0.0,17,45,5,5,2,2,22,50,2,2,0,0
5560,John Makdessi,3,0,23,50,0.46,24,51,0,0,0,0,0,0.0,6,27,4,8,13,15,21,48,2,2,0,0
5559,Jussier Formiga,1,0,3,4,0.75,11,12,1,1,1,0,0,0.0,2,3,0,0,1,1,2,3,0,0,1,1
5559,Brandon Moreno,1,0,11,26,0.42,32,49,0,0,0,0,1,0.0,11,25,0,1,0,0,2,12,1,3,8,11
5559,Jussier Formiga,2,0,5,9,0.55,21,28,0,1,0,1,6,0.16,3,6,2,2,0,1,4,7,0,1,1,1
5559,Brandon Moreno,2,0,11,24,0.45,30,44,0,1,1,0,1,0.0,8,21,3,3,0,0,8,20,2,3,1,1
5559,Jussier Formiga,3,0,7,19,0.36,29,41,0,1,0,0,3,0.0,4,15,2,3,1,1,6,18,0,0,1,1
5559,Brandon Moreno,3,0,11,32,0.34,32,54,0,0,0,0,0,0.0,10,30,1,2,0,0,10,29,1,3,0,0
5558,Amanda Ribas,1,0,22,41,0.53,51,73,0,3,0,1,1,1.0,14,32,6,7,2,2,10,25,2,3,10,13
5558,Randa Markos,1,0,7,15,0.46,10,20,0,0,0,0,0,0.0,5,13,0,0,2,2,7,15,0,0,0,0
5558,Amanda Ribas,2,0,31,74,0.41,61,105,0,0,0,0,2,0.0,18,56,8,13,5,5,26,69,5,5,0,0
5558,Randa Markos,2,0,23,51,0.45,38,66,0,0,0,0,0,0.0,13,38,2,4,8,9,22,50,1,1,0,0
5558,Amanda Ribas,3,0,32,44,0.72,61,76,2,1,1,0,0,0.0,25,37,4,4,3,3,9,17,1,1,22,26
5558,Randa Markos,3,0,6,11,0.54,8,13,0,0,0,1,1,1.0,4,7,1,3,1,1,4,9,2,2,0,0
5557,Elizeu Zaleski dos Santos,1,0,17,53,0.32,20,56,0,0,0,1,1,1.0,5,34,6,12,6,7,15,51,2,2,0,0
5557,Aleksei Kunchenko,1,0,11,21,0.52,24,35,0,0,0,0,0,0.0,5,12,2,5,4,4,9,19,2,2,0,0
5557,Elizeu Zaleski dos Santos,2,0,26,56,0.46,31,61,0,0,0,0,2,0.0,10,36,7,10,9,10,25,54,1,2,0,0
5557,Aleksei Kunchenko,2,0,25,49,0.51,42,67,0,0,0,0,0,0.0,16,33,4,7,5,9,20,43,4,5,1,1
5557,Elizeu Zaleski dos Santos,3,0,19,47,0.4,23,52,0,0,0,1,1,1.0,10,25,3,10,6,12,16,44,1,1,2,2
5557,Aleksei Kunchenko,3,0,21,42,0.5,31,54,0,0,0,0,0,0.0,8,27,5,6,8,9,19,39,2,3,0,0
5556,Rani Yahya,1,0,17,29,0.58,20,32,0,0,1,1,3,0.33,8,19,3,4,6,6,15,27,0,0,2,2
5556,Enrique Barzola,1,0,10,21,0.47,33,49,0,0,0,0,1,0.0,6,16,4,5,0,0,5,16,1,1,4,4
5556,Rani Yahya,2,0,7,13,0.53,35,44,0,3,0,1,1,1.0,4,8,2,3,1,2,4,9,1,1,2,3
5556,Enrique Barzola,2,0,6,17,0.35,30,42,0,1,1,1,1,1.0,5,15,1,1,0,1,3,14,0,0,3,3
5556,Rani Yahya,3,0,0,3,0.0,3,7,0,0,0,0,1,0.0,0,3,0,0,0,0,0,2,0,1,0,0
5556,Enrique Barzola,3,0,41,48,0.85,85,96,1,4,0,0,0,0.0,28,34,13,14,0,0,2,6,0,0,39,42
5555,Mayra Bueno Silva,1,0,25,39,0.64,28,42,0,0,0,0,0,0.0,11,20,4,5,10,14,21,35,4,4,0,0
5555,Maryna Moroz,1,0,45,84,0.53,62,108,0,0,0,1,2,0.5,16,49,21,27,8,8,37,73,4,5,4,6
5555,Mayra Bueno Silva,2,0,20,34,0.58,21,35,0,0,0,0,0,0.0,13,25,3,3,4,6,14,27,6,7,0,0
5555,Maryna Moroz,2,0,38,62,0.61,56,85,0,1,0,1,3,0.33,27,48,8,11,3,3,21,36,3,6,14,20
5555,Mayra Bueno Silva,3,0,43,73,0.58,43,73,0,0,0,0,0,0.0,21,47,13,14,9,12,38,68,5,5,0,0
5555,Maryna Moroz,3,0,56,101,0.55,58,105,0,0,0,0,3,0.0,32,63,20,33,4,5,53,94,3,7,0,0
5554,Bruno Silva,1,0,19,33,0.57,23,37,0,1,0,1,2,0.5,11,23,3,4,5,6,15,26,2,2,2,5
5554,David Dvorak,1,0,14,38,0.36,21,47,0,0,0,0,0,0.0,6,27,6,8,2,3,13,35,1,3,0,0
5554,Bruno Silva,2,0,8,21,0.38,10,23,0,0,0,1,4,0.25,3,13,3,5,2,3,6,19,2,2,0,0
5554,David Dvorak,2,0,17,35,0.48,29,48,0,1,1,0,0,0.0,8,21,6,11,3,3,12,26,3,7,2,2
5554,Bruno Silva,3,0,18,43,0.41,27,52,0,1,0,1,5,0.2,11,33,6,8,1,2,14,37,4,6,0,0
5554,David Dvorak,3,0,36,60,0.6,42,66,0,0,1,0,1,0.0,21,38,12,18,3,4,26,46,10,14,0,0
5553,Veronica Macedo,1,0,37,112,0.33,37,112,0,0,0,0,1,0.0,19,83,10,21,8,8,36,106,1,6,0,0
5553,Bea Malecki,1,0,36,81,0.44,36,81,0,0,0,0,0,0.0,25,59,9,20,2,2,35,78,1,3,0,0
5553,Veronica Macedo,2,0,24,70,0.34,28,74,0,0,0,0,4,0.0,18,61,3,3,3,6,24,67,0,3,0,0
5553,Bea Malecki,2,0,48,87,0.55,84,139,0,1,0,0,0,0.0,35,70,13,16,0,1,32,64,6,6,10,17
5553,Veronica Macedo,3,0,32,76,0.42,41,85,0,0,0,0,4,0.0,30,69,1,6,1,1,30,73,2,3,0,0
5553,Bea Malecki,3,0,46,79,0.58,70,106,0,1,0,0,0,0.0,32,62,12,14,2,3,40,72,4,4,2,3
5552,Israel Adesanya,1,0,2,11,0.18,2,11,0,0,0,0,0,0.0,0,7,0,0,2,4,2,11,0,0,0,0
5552,Yoel Romero,1,0,4,6,0.66,4,6,0,0,0,0,0,0.0,1,2,1,1,2,3,4,6,0,0,0,0
5552,Israel Adesanya,2,0,11,29,0.37,11,29,0,0,0,0,0,0.0,3,18,3,5,5,6,11,29,0,0,0,0
5552,Yoel Romero,2,0,7,14,0.5,7,14,0,0,0,0,0,0.0,5,11,0,0,2,3,3,10,4,4,0,0
5552,Israel Adesanya,3,0,12,30,0.4,12,30,0,0,0,0,0,0.0,3,18,4,7,5,5,12,30,0,0,0,0
5552,Yoel Romero,3,0,9,14,0.64,9,14,0,0,0,0,0,0.0,2,5,2,3,5,6,9,14,0,0,0,0
5552,Israel Adesanya,4,0,11,33,0.33,11,33,0,0,0,0,0,0.0,4,22,1,4,6,7,11,33,0,0,0,0
5552,Yoel Romero,4,0,6,22,0.27,6,22,0,0,0,0,2,0.0,4,15,1,5,1,2,5,20,1,2,0,0
5552,Israel Adesanya,5,0,12,29,0.41,12,29,0,0,0,0,0,0.0,4,16,1,6,7,7,12,29,0,0,0,0
5552,Yoel Romero,5,0,14,33,0.42,14,33,0,0,0,0,1,0.0,8,25,3,4,3,4,14,32,0,1,0,0
5551,Weili Zhang,1,0,30,76,0.39,30,76,0,0,0,0,0,0.0,14,47,2,5,14,24,30,76,0,0,0,0
5551,Joanna Jedrzejczyk,1,0,30,64,0.46,30,64,0,0,0,0,0,0.0,13,32,2,7,15,25,30,64,0,0,0,0
5551,Weili Zhang,2,0,20,65,0.3,23,68,0,0,0,1,5,0.2,12,47,2,3,6,15,18,62,2,3,0,0
5551,Joanna Jedrzejczyk,2,0,32,62,0.51,38,68,0,0,0,0,0,0.0,15,43,10,11,7,8,26,55,6,7,0,0
5551,Weili Zhang,3,0,38,73,0.52,39,74,0,0,0,0,3,0.0,19,53,1,2,18,18,37,70,1,3,0,0
5551,Joanna Jedrzejczyk,3,0,38,76,0.5,40,78,0,0,0,0,0,0.0,17,48,8,12,13,16,37,74,1,2,0,0
5551,Weili Zhang,4,0,40,91,0.43,41,92,0,0,0,0,0,0.0,27,75,3,3,10,13,36,82,4,9,0,0
5551,Joanna Jedrzejczyk,4,0,40,79,0.5,41,80,0,0,0,0,0,0.0,28,60,3,5,9,14,34,72,6,7,0,0
5551,Weili Zhang,5,0,37,103,0.35,37,103,0,0,0,0,0,0.0,24,83,3,9,10,11,37,103,0,0,0,0
5551,Joanna Jedrzejczyk,5,0,46,79,0.58,47,80,0,0,0,0,0,0.0,23,47,9,12,14,20,44,77,2,2,0,0
5550,Beneil Dariush,1,0,5,9,0.55,10,17,2,1,0,1,3,0.33,3,7,2,2,0,0,5,9,0,0,0,0
5550,Drakkar Klose,1,0,4,6,0.66,16,18,0,0,0,0,0,0.0,4,6,0,0,0,0,3,5,1,1,0,0
5550,Beneil Dariush,2,1,7,11,0.63,7,11,0,0,0,0,0,0.0,5,9,1,1,1,1,7,11,0,0,0,0
5550,Drakkar Klose,2,0,11,19,0.57,11,19,0,0,0,0,0,0.0,8,16,0,0,3,3,10,17,1,2,0,0
5549,Neil Magny,1,0,12,32,0.37,21,41,0,0,0,1,2,0.5,7,26,4,5,1,1,8,27,3,4,1,1
5549,Jingliang Li,1,0,8,23,0.34,8,24,0,0,0,2,3,0.66,5,15,1,2,2,6,6,19,2,4,0,0
5549,Neil Magny,2,0,26,42,0.61,58,74,0,1,0,2,3,0.66,24,40,2,2,0,0,13,28,13,14,0,0
5549,Jingliang Li,2,0,1,4,0.25,1,6,0,0,0,0,0,0.0,1,4,0,0,0,0,0,1,1,3,0,0
5549,Neil Magny,3,0,36,65,0.55,44,73,0,1,0,1,2,0.5,25,52,6,8,5,5,13,41,2,2,21,22
5549,Jingliang Li,3,0,7,35,0.2,7,35,0,0,0,0,0,0.0,5,31,0,1,2,3,7,33,0,2,0,0
5548,Alex Oliveira,1,0,9,24,0.37,14,29,0,0,0,0,0,0.0,6,21,3,3,0,0,9,21,0,3,0,0
5548,Max Griffin,1,0,7,16,0.43,23,35,0,1,0,2,2,1.0,6,13,1,3,0,0,7,16,0,0,0,0
5548,Alex Oliveira,2,0,23,41,0.56,24,42,0,0,0,0,3,0.0,9,27,6,6,8,8,23,40,0,1,0,0
5548,Max Griffin,2,0,12,28,0.42,19,35,0,0,0,0,1,0.0,9,24,3,4,0,0,11,27,1,1,0,0
5548,Alex Oliveira,3,0,8,12,0.66,23,27,0,2,0,1,2,0.5,6,8,2,4,0,0,3,6,3,4,2,2
5548,Max Griffin,3,0,4,6,0.66,20,26,0,1,1,0,0,0.0,2,3,0,1,2,2,2,4,2,2,0,0
5547,Sean O'Malley,1,0,18,22,0.81,18,22,0,0,0,0,0,0.0,9,11,6,7,3,4,13,17,0,0,5,5
5547,Jose Quinonez,1,0,0,11,0.0,0,11,0,0,0,0,0,0.0,0,7,0,1,0,3,0,11,0,0,0,0
5546,Mark Madsen,1,0,0,9,0.0,2,12,0,2,0,3,4,0.75,0,9,0,0,0,0,0,6,0,0,0,3
5546,Austin Hubbard,1,0,6,14,0.42,8,16,0,0,0,0,0,0.0,3,6,1,3,2,5,5,11,1,3,0,0
5546,Mark Madsen,2,0,9,21,0.42,11,23,0,1,0,3,5,0.6,9,21,0,0,0,0,2,12,1,2,6,7
5546,Austin Hubbard,2,0,8,22,0.36,9,23,0,0,0,0,0,0.0,3,13,3,5,2,4,8,21,0,1,0,0
5546,Mark Madsen,3,0,6,28,0.21,7,30,0,0,0,2,3,0.66,5,27,0,0,1,1,3,24,2,3,1,1
5546,Austin Hubbard,3,0,27,39,0.69,28,40,0,0,0,0,0,0.0,19,29,4,6,4,4,24,35,3,4,0,0
5545,Rodolfo Vieira,1,0,5,10,0.5,10,15,1,2,0,2,2,1.0,5,10,0,0,0,0,0,3,0,0,5,7
5545,Saparbeg Safarov,1,0,5,10,0.5,7,12,0,0,0,0,0,0.0,2,7,1,1,2,2,5,10,0,0,0,0
5544,Gerald Meerschaert,1,0,24,63,0.38,24,64,0,0,0,0,0,0.0,21,60,3,3,0,0,24,62,0,1,0,0
5544,Deron Winn,1,0,22,45,0.48,22,45,0,0,0,1,1,1.0,17,40,4,4,1,1,18,41,4,4,0,0
5544,Gerald Meerschaert,2,0,50,82,0.6,50,82,0,0,0,0,0,0.0,37,68,13,14,0,0,50,82,0,0,0,0
5544,Deron Winn,2,0,17,43,0.39,17,43,0,0,0,0,1,0.0,10,34,4,6,3,3,16,42,1,1,0,0
5544,Gerald Meerschaert,3,1,12,42,0.28,12,42,1,1,0,1,1,1.0,8,38,4,4,0,0,7,33,5,9,0,0
5544,Deron Winn,3,0,14,23,0.6,14,23,0,0,0,0,0,0.0,10,19,3,3,1,1,13,20,1,3,0,0
5543,Giga Chikadze,1,0,13,34,0.38,13,34,0,0,0,0,0,0.0,5,15,5,15,3,4,13,34,0,0,0,0
5543,Jamall Emmers,1,0,8,22,0.36,8,22,0,0,0,0,0,0.0,1,11,3,5,4,6,8,20,0,2,0,0
5543,Giga Chikadze,2,0,12,35,0.34,13,36,0,0,1,0,0,0.0,5,26,4,5,3,4,11,34,0,0,1,1
5543,Jamall Emmers,2,0,14,32,0.43,15,33,0,1,0,1,4,0.25,4,17,8,13,2,2,11,29,3,3,0,0
5543,Giga Chikadze,3,0,13,53,0.24,14,55,0,0,0,0,0,0.0,9,47,1,3,3,3,13,52,0,1,0,0
5543,Jamall Emmers,3,0,32,73,0.43,34,75,0,0,0,1,2,0.5,27,66,4,5,1,2,29,69,0,0,3,4
5542,Danaa Batgerel,1,1,17,33,0.51,17,33,0,0,0,0,0,0.0,16,29,0,2,1,2,12,27,0,1,5,5
5542,Guido Cannetti,1,0,11,23,0.47,11,23,0,0,0,0,0,0.0,0,7,3,6,8,10,9,21,2,2,0,0
5541,Joseph Benavidez,1,0,31,60,0.51,31,60,0,0,0,0,2,0.0,21,45,5,7,5,8,24,49,7,11,0,0
5541,Deiveson Figueiredo,1,0,15,28,0.53,15,28,1,0,0,1,1,1.0,10,22,5,6,0,0,14,27,1,1,0,0
5541,Joseph Benavidez,2,0,15,34,0.44,15,34,0,0,0,0,0,0.0,7,18,3,6,5,10,12,29,3,5,0,0
5541,Deiveson Figueiredo,2,1,10,21,0.47,10,21,0,0,0,0,0,0.0,8,17,2,4,0,0,6,17,1,1,3,3
5540,Felicia Spencer,1,0,40,64,0.62,68,98,0,2,0,1,2,0.5,38,61,1,1,1,2,9,24,1,1,30,39
5540,Zarah Fairn,1,0,13,28,0.46,14,29,0,0,0,0,0,0.0,12,27,1,1,0,0,12,26,1,2,0,0
5539,Ion Cutelaba,1,0,5,11,0.45,5,11,0,0,0,0,0,0.0,3,8,0,1,2,2,5,11,0,0,0,0
5539,Magomed Ankalaev,1,0,8,12,0.66,8,12,0,0,0,0,0,0.0,6,10,1,1,1,1,8,12,0,0,0,0
5538,Megan Anderson,1,1,7,14,0.5,32,39,0,0,1,0,1,0.0,6,12,1,2,0,0,5,11,2,2,0,1
5538,Norma Dumont,1,0,5,16,0.31,14,25,0,0,0,1,3,0.33,1,9,4,5,0,2,1,11,4,5,0,0
5537,Grant Dawson,1,0,14,19,0.73,30,38,1,3,0,1,1,1.0,13,18,1,1,0,0,1,1,0,0,13,18
5537,Darrick Minner,1,0,4,5,0.8,21,22,2,0,1,1,1,1.0,1,1,1,1,2,3,2,3,1,1,1,1
5537,Grant Dawson,2,0,1,3,0.33,12,14,1,3,0,1,2,0.5,1,3,0,0,0,0,0,1,0,0,1,2
5537,Darrick Minner,2,0,0,2,0.0,5,7,0,0,0,0,0,0.0,0,2,0,0,0,0,0,2,0,0,0,0
5536,Gabriel Silva,1,0,24,74,0.32,30,82,0,0,0,1,1,1.0,17,64,5,8,2,2,22,69,1,3,1,2
5536,Kyler Phillips,1,0,51,102,0.5,52,103,0,0,0,0,2,0.0,35,80,8,14,8,8,45,91,6,10,0,1
5536,Gabriel Silva,2,0,2,6,0.33,6,10,1,0,0,1,5,0.2,1,5,0,0,1,1,2,6,0,0,0,0
5536,Kyler Phillips,2,0,8,20,0.4,17,31,0,1,0,1,1,1.0,7,19,0,0,1,1,2,11,1,1,5,8
5536,Gabriel Silva,3,0,5,17,0.29,7,20,0,0,0,0,0,0.0,4,16,1,1,0,0,3,14,0,0,2,3
5536,Kyler Phillips,3,0,30,46,0.65,43,61,1,3,0,1,1,1.0,24,40,5,5,1,1,11,22,4,4,15,20
5535,Brendan Allen,1,0,20,29,0.68,38,52,0,2,0,0,1,0.0,17,26,3,3,0,0,2,3,2,3,16,23
5535,Tom Breese,1,0,4,5,0.8,5,6,0,0,0,0,1,0.0,0,0,4,5,0,0,0,1,4,4,0,0
5534,Marcin Tybura,1,0,23,45,0.51,49,78,0,1,0,1,1,1.0,20,38,3,7,0,0,9,25,0,0,14,20
