fight_id,fighter,round,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
4147,Mike Perry,1,0,22,47,0.46,24,49,0,0,0,0,0,0.0,8,28,4,8,10,11,21,46,1,1,0,0
4147,Jake Ellenberger,2,0,5,11,0.45,5,11,0,0,0,0,0,0.0,3,9,2,2,0,0,3,7,2,4,0,0
4147,Mike Perry,2,2,4,8,0.5,4,8,0,0,0,0,0,0.0,2,4,0,2,2,2,3,5,1,2,0,1
4146,Thales Leites,1,0,14,25,0.56,14,25,0,0,0,0,1,0.0,2,12,2,3,10,10,14,25,0,0,0,0
4146,Sam Alvey,1,0,8,32,0.25,8,32,0,0,0,0,0,0.0,7,31,1,1,0,0,7,30,1,2,0,0
4146,Thales Leites,2,0,12,20,0.6,18,27,0,0,0,1,3,0.33,4,11,1,1,7,8,11,18,1,2,0,0
4146,Sam Alvey,2,0,11,25,0.44,22,36,0,0,0,0,0,0.0,7,21,4,4,0,0,6,20,5,5,0,0
4146,Thales Leites,3,0,12,23,0.52,12,23,0,0,0,0,3,0.0,2,11,3,3,7,9,12,23,0,0,0,0
4146,Sam Alvey,3,0,8,32,0.25,20,44,0,0,0,0,0,0.0,8,31,0,1,0,0,7,31,1,1,0,0
4145,Dustin Ortiz,1,0,6,16,0.37,21,32,0,0,1,3,9,0.33,0,8,1,2,5,6,1,8,4,7,1,1
4145,Brandon Moreno,1,0,7,15,0.46,13,22,1,1,1,0,0,0.0,6,13,1,1,0,1,3,10,2,3,2,2
4145,Dustin Ortiz,2,0,10,44,0.22,10,44,0,0,0,1,1,1.0,3,33,1,3,6,8,9,42,0,1,1,1
4145,Brandon Moreno,2,1,17,58,0.29,21,64,1,1,0,0,0,0.0,8,47,4,6,5,5,9,44,3,3,5,11
4144,Scott Holtzman,1,1,27,48,0.56,27,48,0,0,1,0,2,0.0,19,33,3,8,5,7,23,39,2,3,2,6
4144,Michael McBride,1,0,34,68,0.5,50,84,1,1,1,1,1,1.0,17,44,9,15,8,9,30,59,2,4,2,5
4144,Scott Holtzman,2,0,30,53,0.56,33,58,0,0,1,1,1,1.0,20,39,3,7,7,7,12,29,2,3,16,21
4144,Michael McBride,2,0,20,39,0.51,36,59,0,0,0,2,4,0.5,11,29,6,7,3,3,18,32,1,4,1,3
4144,Scott Holtzman,3,0,47,89,0.52,49,92,0,1,0,1,1,1.0,31,64,2,7,14,18,29,59,0,0,18,30
4144,Michael McBride,3,0,29,65,0.44,54,93,1,0,0,0,1,0.0,22,54,4,7,3,4,25,58,0,0,4,7
4143,Jessica Penne,1,0,19,54,0.35,19,54,0,0,0,0,0,0.0,10,41,9,13,0,0,18,52,1,2,0,0
4143,Danielle Taylor,1,0,22,60,0.36,23,61,0,0,0,0,0,0.0,14,50,2,2,6,8,21,59,1,1,0,0
4143,Jessica Penne,2,0,31,72,0.43,31,72,0,0,0,0,0,0.0,15,53,15,17,1,2,22,61,9,11,0,0
4143,Danielle Taylor,2,0,29,72,0.4,32,75,0,0,0,0,0,0.0,18,57,5,8,6,7,26,66,3,6,0,0
4143,Jessica Penne,3,0,19,52,0.36,21,55,0,1,0,1,2,0.5,12,42,7,10,0,0,15,46,4,6,0,0
4143,Danielle Taylor,3,0,21,44,0.47,21,46,0,0,0,0,0,0.0,11,34,4,4,6,6,20,42,1,2,0,0
4142,Alexis Davis,1,0,7,12,0.58,26,34,0,1,1,0,0,0.0,6,11,1,1,0,0,2,4,0,0,5,8
4142,Cindy Dandois,1,0,7,13,0.53,27,42,0,0,0,1,1,1.0,7,12,0,0,0,1,1,6,0,0,6,7
4142,Alexis Davis,2,0,31,66,0.46,55,90,0,1,0,0,0,0.0,13,44,9,13,9,9,24,59,6,6,1,1
4142,Cindy Dandois,2,0,28,82,0.34,35,89,0,0,0,1,5,0.2,17,66,5,7,6,9,20,66,6,12,2,4
4142,Alexis Davis,3,0,13,45,0.28,34,68,2,0,0,0,0,0.0,2,33,7,7,4,5,9,41,3,3,1,1
4142,Cindy Dandois,3,0,12,51,0.23,38,81,0,0,0,3,3,1.0,10,47,1,1,1,3,7,42,2,6,3,3
4141,Bryan Barberena,1,1,28,45,0.62,28,45,0,0,0,0,0,0.0,22,36,1,1,5,8,16,29,6,9,6,7
4141,Joe Proctor,1,0,8,23,0.34,8,23,0,0,0,0,0,0.0,4,16,2,5,2,2,8,23,0,0,0,0
4140,Hector Sandoval,1,0,32,50,0.64,52,70,0,0,0,3,8,0.37,22,37,6,7,4,6,5,13,17,25,10,12
4140,Matt Schnell,1,0,16,40,0.4,27,52,1,2,0,1,1,1.0,8,29,4,6,4,5,6,24,10,15,0,1
4139,Demetrious Johnson,1,0,25,56,0.44,25,56,0,0,0,0,0,0.0,14,43,4,6,7,7,22,48,3,8,0,0
4139,Wilson Reis,1,0,4,55,0.07,5,56,0,0,0,0,2,0.0,1,46,0,5,3,4,4,54,0,1,0,0
4139,Demetrious Johnson,2,0,45,73,0.61,55,83,0,0,0,0,1,0.0,34,59,8,10,3,4,29,51,4,7,12,15
4139,Wilson Reis,2,0,6,72,0.08,7,73,0,0,0,0,2,0.0,1,61,1,6,4,5,6,72,0,0,0,0
4139,Demetrious Johnson,3,0,38,57,0.66,55,77,1,3,0,1,1,1.0,33,52,4,4,1,1,21,37,1,1,16,19
4139,Wilson Reis,3,0,6,41,0.14,6,41,0,0,0,0,2,0.0,0,32,1,3,5,6,6,41,0,0,0,0
4138,Rose Namajunas,1,0,14,25,0.56,18,33,0,1,1,1,1,1.0,11,20,3,3,0,2,4,14,4,4,6,7
4138,Michelle Waterson,1,0,14,20,0.7,22,29,0,0,0,1,1,1.0,4,8,2,3,8,9,11,17,2,2,1,1
4138,Rose Namajunas,2,1,33,47,0.7,38,53,1,2,0,0,0,0.0,31,43,0,2,2,2,5,14,1,1,27,32
4138,Michelle Waterson,2,0,8,13,0.61,9,15,0,0,0,0,0,0.0,1,6,2,2,5,5,8,13,0,0,0,0
4137,Jacare Souza,1,0,5,24,0.2,8,27,0,1,0,1,2,0.5,4,21,1,3,0,0,2,20,3,4,0,0
4137,Robert Whittaker,1,0,18,39,0.46,19,40,0,0,0,0,0,0.0,15,34,3,5,0,0,17,38,1,1,0,0
4137,Jacare Souza,2,0,4,12,0.33,5,13,0,0,0,0,1,0.0,2,10,2,2,0,0,4,12,0,0,0,0
4137,Robert Whittaker,2,1,37,71,0.52,38,72,0,0,0,0,0,0.0,32,63,4,7,1,1,23,47,0,3,14,21
4136,Jeremy Stephens,1,0,10,41,0.24,21,52,0,0,0,0,0,0.0,3,31,1,1,6,9,10,41,0,0,0,0
4136,Renato Moicano,1,0,23,37,0.62,26,41,0,1,0,1,1,1.0,4,11,1,3,18,23,20,34,0,0,3,3
4136,Jeremy Stephens,2,0,23,81,0.28,23,81,0,0,0,0,1,0.0,9,62,4,6,10,13,22,80,1,1,0,0
4136,Renato Moicano,2,0,23,44,0.52,23,44,0,0,0,0,1,0.0,17,38,1,1,5,5,23,43,0,1,0,0
4136,Jeremy Stephens,3,0,23,85,0.27,29,91,0,0,0,0,0,0.0,16,75,2,3,5,7,21,80,2,5,0,0
4136,Renato Moicano,3,0,24,35,0.68,27,38,0,0,0,1,3,0.33,18,29,1,1,5,5,23,33,1,2,0,0
4135,Alexander Volkov,1,0,29,39,0.74,32,42,0,0,0,0,0,0.0,20,29,5,6,4,4,17,23,12,16,0,0
4135,Roy Nelson,1,0,9,14,0.64,12,17,0,2,0,1,3,0.33,7,12,2,2,0,0,2,6,6,6,1,2
4135,Alexander Volkov,2,0,45,71,0.63,45,71,0,0,0,0,0,0.0,35,58,7,10,3,3,45,69,0,2,0,0
4135,Roy Nelson,2,0,11,21,0.52,16,26,0,0,0,0,3,0.0,5,14,2,2,4,5,11,21,0,0,0,0
4135,Alexander Volkov,3,0,48,72,0.66,48,72,0,0,0,0,0,0.0,22,45,17,18,9,9,43,65,5,7,0,0
4135,Roy Nelson,3,0,12,32,0.37,12,32,0,0,0,0,2,0.0,6,26,5,5,1,1,12,31,0,1,0,0
4134,Patrick Williams,1,0,32,63,0.5,37,70,0,0,0,2,4,0.5,15,43,11,14,6,6,19,43,12,19,1,1
4134,Tom Duquesnoy,1,1,30,40,0.75,30,40,0,0,0,0,0,0.0,13,22,12,13,5,5,17,24,12,15,1,1
4134,Patrick Williams,2,0,5,10,0.5,5,10,0,0,0,0,0,0.0,5,10,0,0,0,0,2,5,3,5,0,0
4134,Tom Duquesnoy,2,1,6,9,0.66,6,9,0,0,0,0,0,0.0,3,6,2,2,1,1,1,2,5,5,0,2
4133,Bobby Green,1,0,26,39,0.66,36,50,0,0,0,0,3,0.0,2,13,9,10,15,16,15,27,11,12,0,0
4133,Rashid Magomedov,1,0,17,47,0.36,25,55,0,0,0,0,0,0.0,11,35,6,10,0,2,13,42,3,4,1,1
4133,Bobby Green,2,0,24,42,0.57,33,52,0,0,0,0,1,0.0,6,22,8,8,10,12,22,38,2,4,0,0
4133,Rashid Magomedov,2,0,26,72,0.36,29,75,0,0,0,0,1,0.0,12,50,11,17,3,5,26,71,0,1,0,0
4133,Bobby Green,3,0,25,62,0.4,35,74,0,0,0,0,2,0.0,6,36,10,15,9,11,23,59,2,3,0,0
4133,Rashid Magomedov,3,0,32,70,0.45,34,72,0,0,0,0,0,0.0,20,55,11,14,1,1,30,67,2,3,0,0
4132,Louis Smolka,1,0,8,25,0.32,10,27,0,2,3,0,2,0.0,7,24,1,1,0,0,1,11,1,3,6,11
4132,Tim Elliott,1,0,25,38,0.65,47,61,0,5,1,5,5,1.0,10,21,11,13,4,4,8,17,9,13,8,8
4132,Louis Smolka,2,0,19,35,0.54,20,37,1,0,0,0,1,0.0,17,32,2,3,0,0,15,30,2,3,2,2
4132,Tim Elliott,2,0,13,22,0.59,28,40,1,5,1,3,3,1.0,11,20,1,1,1,1,12,21,1,1,0,0
4132,Louis Smolka,3,0,14,37,0.37,17,41,1,3,1,1,1,1.0,11,33,1,2,2,2,11,33,0,1,3,3
4132,Tim Elliott,3,0,19,31,0.61,23,35,0,4,1,4,6,0.66,13,23,3,4,3,4,10,17,2,4,7,10
4131,Aljamain Sterling,1,0,23,46,0.5,43,68,0,0,0,1,1,1.0,1,15,18,21,4,10,7,21,0,0,16,25
4131,Augusto Mendes,1,1,9,20,0.45,33,48,0,0,1,0,0,0.0,3,13,2,3,4,4,7,17,0,0,2,3
4131,Aljamain Sterling,2,0,23,46,0.5,59,85,0,0,0,1,2,0.5,8,27,12,15,3,4,14,33,5,6,4,7
4131,Augusto Mendes,2,0,12,30,0.4,24,45,0,0,0,0,3,0.0,5,22,4,5,3,3,8,26,4,4,0,0
4131,Aljamain Sterling,3,0,37,69,0.53,60,93,0,0,0,0,3,0.0,19,48,16,19,2,2,32,63,5,6,0,0
4131,Augusto Mendes,3,0,9,41,0.21,19,52,0,0,0,0,0,0.0,8,38,1,3,0,0,9,41,0,0,0,0
4130,Devin Clark,1,0,16,27,0.59,44,58,0,2,0,1,1,1.0,8,18,5,6,3,3,7,16,4,6,5,5
4130,Jake Collier,1,0,22,36,0.61,29,44,0,0,0,0,1,0.0,8,17,8,12,6,7,8,16,14,20,0,0
4130,Devin Clark,2,0,19,38,0.5,35,55,0,0,0,1,4,0.25,10,27,5,6,4,5,11,28,6,8,2,2
4130,Jake Collier,2,0,11,29,0.37,15,35,0,0,0,0,0,0.0,7,25,2,2,2,2,6,23,5,6,0,0
4130,Devin Clark,3,0,33,40,0.82,80,94,0,4,0,2,2,1.0,24,31,7,7,2,2,2,6,1,1,30,33
4130,Jake Collier,3,0,3,7,0.42,8,12,1,0,0,0,1,0.0,2,6,1,1,0,0,1,4,1,2,1,1
4129,Anthony Smith,1,0,14,27,0.51,22,37,0,1,1,0,0,0.0,7,20,4,4,3,3,10,23,3,3,1,1
4129,Andrew Sanchez,1,0,17,28,0.6,29,44,0,2,0,1,1,1.0,9,18,5,7,3,3,12,23,0,0,5,5
4129,Anthony Smith,2,0,13,23,0.56,14,24,0,0,0,0,1,0.0,8,18,4,4,1,1,11,21,1,1,1,1
4129,Andrew Sanchez,2,0,31,40,0.77,60,71,0,1,0,3,6,0.5,27,34,2,4,2,2,12,21,0,0,19,19
4129,Anthony Smith,3,1,22,50,0.44,22,50,0,0,0,0,0,0.0,18,46,4,4,0,0,14,41,4,5,4,4
4129,Andrew Sanchez,3,0,15,36,0.41,15,36,0,0,0,0,3,0.0,12,32,0,1,3,3,12,31,3,5,0,0
4128,Zak Cummings,1,0,25,72,0.34,25,72,2,0,0,0,0,0.0,20,66,2,3,3,3,21,68,2,2,2,2
4128,Nathan Coy,1,0,23,41,0.56,23,41,0,0,0,1,1,1.0,13,29,7,8,3,4,22,40,1,1,0,0
4127,Ashlee Evans-Smith,1,0,35,61,0.57,50,76,0,0,0,0,2,0.0,9,33,9,9,17,19,24,50,11,11,0,0
4127,Ketlen Vieira,1,0,24,77,0.31,26,80,0,0,0,0,3,0.0,19,71,5,6,0,0,17,68,7,9,0,0
4127,Ashlee Evans-Smith,2,0,15,58,0.25,29,76,0,0,0,0,2,0.0,5,43,4,7,6,8,13,54,2,4,0,0
4127,Ketlen Vieira,2,0,22,78,0.28,23,80,0,1,0,1,1,1.0,18,74,3,3,1,1,19,73,2,4,1,1
4127,Ashlee Evans-Smith,3,0,18,70,0.25,21,76,0,0,0,0,1,0.0,6,56,4,6,8,8,15,64,3,6,0,0
4127,Ketlen Vieira,3,0,25,80,0.31,40,96,0,0,0,0,1,0.0,19,73,3,4,3,3,21,76,4,4,0,0
4126,Daniel Cormier,1,0,12,14,0.85,32,34,0,0,0,0,0,0.0,7,9,4,4,1,1,0,1,12,13,0,0
4126,Anthony Johnson,1,0,16,25,0.64,16,25,0,0,0,0,2,0.0,5,14,5,5,6,6,9,17,7,8,0,0
4126,Daniel Cormier,2,0,24,27,0.88,53,63,1,1,0,1,2,0.5,22,25,0,0,2,2,1,4,9,9,14,14
4126,Anthony Johnson,2,0,6,11,0.54,6,11,0,0,0,1,1,1.0,1,4,3,5,2,2,3,8,3,3,0,0
4125,Chris Weidman,1,0,10,22,0.45,13,25,1,0,0,3,4,0.75,7,19,2,2,1,1,10,21,0,0,0,1
4125,Gegard Mousasi,1,0,21,52,0.4,22,53,0,0,0,0,0,0.0,16,45,1,2,4,5,16,45,5,7,0,0
4125,Chris Weidman,2,0,3,7,0.42,5,9,0,2,0,1,2,0.5,2,6,1,1,0,0,3,7,0,0,0,0
4125,Gegard Mousasi,2,0,28,41,0.68,33,46,0,0,0,0,1,0.0,18,31,4,4,6,6,16,26,10,13,2,2
4124,Cynthia Calvillo,1,0,27,110,0.24,30,113,1,0,0,0,0,0.0,21,101,3,6,3,3,26,109,1,1,0,0
4124,Pearl Gonzalez,1,0,17,52,0.32,17,52,0,0,0,1,2,0.5,15,49,1,2,1,1,15,50,2,2,0,0
4124,Cynthia Calvillo,2,0,14,32,0.43,20,41,0,1,0,0,0,0.0,3,20,6,7,5,5,14,32,0,0,0,0
4124,Pearl Gonzalez,2,0,7,27,0.25,10,30,1,2,0,1,1,1.0,5,25,0,0,2,2,6,26,0,0,1,1
4124,Cynthia Calvillo,3,0,9,27,0.33,15,34,2,3,0,1,1,1.0,2,19,7,8,0,0,8,26,0,0,1,1
4124,Pearl Gonzalez,3,0,13,33,0.39,16,36,0,0,0,0,0,0.0,8,27,1,2,4,4,13,33,0,0,0,0
4123,Thiago Alves,1,1,27,57,0.47,45,75,0,2,0,0,0,0.0,20,48,0,0,7,9,13,37,1,3,13,17
4123,Patrick Cote,1,0,13,39,0.33,13,39,0,0,0,0,0,0.0,4,28,5,6,4,5,13,37,0,2,0,0
4123,Thiago Alves,2,1,29,61,0.47,31,63,0,0,0,0,0,0.0,15,44,3,5,11,12,24,53,5,8,0,0
4123,Patrick Cote,2,0,19,56,0.33,19,56,0,0,0,0,0,0.0,16,49,1,2,2,5,16,51,3,5,0,0
4123,Thiago Alves,3,0,23,39,0.58,27,44,0,1,0,1,1,1.0,9,23,5,6,9,10,17,30,3,4,3,5
4123,Patrick Cote,3,0,12,36,0.33,19,45,0,0,0,0,1,0.0,7,26,3,5,2,5,9,33,3,3,0,0
4122,Will Brooks,1,0,4,5,0.8,8,9,0,0,0,0,0,0.0,1,2,2,2,1,1,4,5,0,0,0,0
4122,Charles Oliveira,1,0,3,7,0.42,3,7,1,1,0,2,2,1.0,0,2,1,2,2,3,2,6,1,1,0,0
4121,Myles Jury,1,0,36,52,0.69,44,62,0,2,0,1,1,1.0,36,51,0,1,0,0,1,5,0,0,35,47
4121,Mike de la Torre,1,0,0,3,0.0,2,5,0,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
4120,Kamaru Usman,1,0,24,37,0.64,37,50,0,1,0,1,5,0.2,13,24,3,4,8,9,2,7,6,8,16,22
4120,Sean Strickland,1,0,5,15,0.33,7,19,0,0,0,0,0,0.0,4,14,0,0,1,1,5,15,0,0,0,0
4120,Kamaru Usman,2,1,29,65,0.44,38,76,0,0,0,0,2,0.0,14,45,12,17,3,3,14,42,0,2,15,21
4120,Sean Strickland,2,0,5,34,0.14,6,35,0,0,0,0,0,0.0,5,34,0,0,0,0,5,33,0,1,0,0
4120,Kamaru Usman,3,0,37,69,0.53,42,74,0,1,0,1,1,1.0,22,51,8,10,7,8,29,58,0,0,8,11
4120,Sean Strickland,3,0,17,54,0.31,17,54,0,0,0,0,0,0.0,16,53,1,1,0,0,16,53,1,1,0,0
4119,Shane Burgos,1,0,27,73,0.36,27,74,0,0,0,0,0,0.0,20,63,6,8,1,2,27,72,0,1,0,0
4119,Charles Rosa,1,0,38,109,0.34,38,109,0,0,0,0,2,0.0,16,71,4,12,18,26,38,108,0,1,0,0
4119,Shane Burgos,2,0,25,58,0.43,45,79,0,0,0,0,0,0.0,15,41,5,11,5,6,24,55,1,3,0,0
4119,Charles Rosa,2,0,38,107,0.35,38,107,0,0,0,1,3,0.33,21,78,2,9,15,20,37,104,1,3,0,0
4119,Shane Burgos,3,1,25,36,0.69,26,37,0,0,0,0,0,0.0,20,29,2,4,3,3,15,26,8,8,2,2
4119,Charles Rosa,3,0,10,45,0.22,10,45,0,0,0,0,2,0.0,9,41,0,1,1,3,10,44,0,1,0,0
4118,Patrick Cummins,1,0,16,36,0.44,23,45,0,0,0,1,6,0.16,15,34,1,2,0,0,9,25,4,7,3,4
4118,Jan Blachowicz,1,1,31,51,0.6,37,57,0,0,0,0,0,0.0,26,45,5,6,0,0,18,33,10,13,3,5
4118,Patrick Cummins,2,0,21,38,0.55,27,44,0,1,0,1,2,0.5,13,30,7,7,1,1,6,19,2,2,13,17
4118,Jan Blachowicz,2,0,13,30,0.43,18,36,0,0,0,1,2,0.5,11,28,2,2,0,0,12,28,1,2,0,0
4118,Patrick Cummins,3,0,36,47,0.76,59,73,0,0,0,1,2,0.5,34,45,2,2,0,0,8,15,11,12,17,20
4118,Jan Blachowicz,3,0,9,18,0.5,13,22,0,0,0,0,0,0.0,6,15,2,2,1,1,7,16,0,0,2,2
4117,Gregor Gillespie,1,1,8,12,0.66,9,13,0,1,0,0,0,0.0,7,11,0,0,1,1,4,7,0,0,4,5
4117,Andrew Holbrook,1,0,4,9,0.44,4,9,0,0,0,0,0,0.0,3,8,1,1,0,0,4,9,0,0,0,0
4116,Josh Emmett,1,0,17,51,0.33,17,51,0,0,0,0,0,0.0,5,37,4,6,8,8,17,51,0,0,0,0
4116,Desmond Green,1,0,17,36,0.47,17,36,0,0,0,0,0,0.0,13,30,1,2,3,4,17,36,0,0,0,0
4116,Josh Emmett,2,0,10,43,0.23,10,43,0,0,0,0,1,0.0,4,28,4,10,2,5,10,43,0,0,0,0
4116,Desmond Green,2,0,23,52,0.44,23,52,0,0,0,0,0,0.0,21,47,1,3,1,2,23,52,0,0,0,0
4116,Josh Emmett,3,0,14,48,0.29,16,50,0,0,0,0,0,0.0,4,34,2,4,8,10,14,48,0,0,0,0
4116,Desmond Green,3,0,17,36,0.47,26,47,0,0,0,1,2,0.5,17,36,0,0,0,0,14,33,0,0,3,3
4115,Katlyn Chookagian,1,0,25,79,0.31,26,80,0,0,0,0,3,0.0,9,51,10,19,6,9,24,78,1,1,0,0
4115,Irene Aldana,1,0,17,59,0.28,18,60,0,0,0,0,0,0.0,9,47,2,2,6,10,17,58,0,1,0,0
4115,Katlyn Chookagian,2,0,30,76,0.39,30,76,0,0,0,0,4,0.0,13,55,8,12,9,9,27,70,3,6,0,0
4115,Irene Aldana,2,0,28,70,0.4,28,70,0,0,0,0,0,0.0,14,49,2,3,12,18,25,66,3,4,0,0
4115,Katlyn Chookagian,3,0,50,118,0.42,50,118,0,0,0,0,4,0.0,25,79,9,20,16,19,49,115,1,3,0,0
4115,Irene Aldana,3,0,39,94,0.41,39,94,0,0,0,0,0,0.0,24,73,5,9,10,12,36,87,3,7,0,0
4114,Jenel Lausa,1,0,2,17,0.11,2,17,0,0,0,0,0,0.0,0,15,1,1,1,1,2,17,0,0,0,0
4114,Magomed Bibulatov,1,0,13,38,0.34,13,38,0,0,0,0,2,0.0,4,24,5,9,4,5,12,35,1,3,0,0
4114,Jenel Lausa,2,0,7,10,0.7,15,19,0,0,0,0,0,0.0,6,7,1,3,0,0,5,8,0,0,2,2
4114,Magomed Bibulatov,2,0,16,36,0.44,30,52,0,3,0,1,3,0.33,12,29,3,5,1,2,3,16,2,3,11,17
4114,Jenel Lausa,3,0,1,4,0.25,14,20,0,0,0,0,0,0.0,1,4,0,0,0,0,0,3,0,0,1,1
4114,Magomed Bibulatov,3,0,22,41,0.53,51,75,0,6,0,1,2,0.5,20,36,2,5,0,0,1,7,1,1,20,33
4113,Jimi Manuwa,1,1,6,13,0.46,6,13,0,0,0,0,0,0.0,5,11,0,1,1,1,6,13,0,0,0,0
4113,Corey Anderson,1,0,6,27,0.22,6,27,0,0,0,0,3,0.0,4,24,0,1,2,2,5,26,1,1,0,0
4112,Gunnar Nelson,1,0,7,13,0.53,16,23,0,5,0,1,2,0.5,6,12,1,1,0,0,2,8,1,1,4,4
4112,Alan Jouban,1,0,10,19,0.52,10,19,0,0,0,0,0,0.0,4,9,0,4,6,6,10,19,0,0,0,0
4112,Gunnar Nelson,2,0,1,5,0.2,1,5,1,0,0,0,0,0.0,1,4,0,1,0,0,1,5,0,0,0,0
4112,Alan Jouban,2,0,7,14,0.5,7,14,0,0,0,0,0,0.0,2,8,2,3,3,3,7,14,0,0,0,0
4111,Brad Pickett,1,0,17,35,0.48,17,35,0,1,0,1,3,0.33,15,29,1,2,1,4,17,35,0,0,0,0
4111,Marlon Vera,1,0,24,50,0.48,24,50,0,0,0,0,0,0.0,14,32,4,10,6,8,20,45,4,5,0,0
4111,Brad Pickett,2,0,17,29,0.58,30,46,0,1,0,1,1,1.0,16,26,0,0,1,3,4,16,1,1,12,12
4111,Marlon Vera,2,0,12,26,0.46,17,32,0,0,0,0,0,0.0,6,17,0,3,6,6,11,24,0,1,1,1
4111,Brad Pickett,3,0,17,49,0.34,18,51,0,0,0,0,0,0.0,11,38,3,5,3,6,17,49,0,0,0,0
4111,Marlon Vera,3,1,31,67,0.46,31,67,0,0,0,0,0,0.0,19,47,5,11,7,9,28,62,1,2,2,3
4110,Arnold Allen,1,0,8,29,0.27,23,44,0,1,0,1,2,0.5,4,23,4,4,0,2,4,21,1,3,3,5
4110,Makwan Amirkhani,1,0,6,13,0.46,8,16,2,1,0,2,3,0.66,5,11,1,2,0,0,4,10,0,1,2,2
4110,Arnold Allen,2,0,10,17,0.58,36,43,1,2,0,0,0,0.0,9,14,1,3,0,0,2,5,0,1,8,11
4110,Makwan Amirkhani,2,0,3,7,0.42,10,17,1,1,0,1,2,0.5,2,6,1,1,0,0,2,6,0,0,1,1
4110,Arnold Allen,3,0,14,28,0.5,16,31,0,3,0,2,4,0.5,14,27,0,1,0,0,10,22,1,3,3,3
4110,Makwan Amirkhani,3,0,8,26,0.3,14,32,0,1,1,1,7,0.14,8,24,0,2,0,0,7,25,0,0,1,1
4109,Joe Duffy,1,0,9,17,0.52,17,26,0,2,1,0,0,0.0,7,15,2,2,0,0,2,9,0,0,7,8
4109,Reza Madadi,1,0,4,7,0.57,10,15,0,0,0,2,3,0.66,2,4,1,1,1,2,2,5,1,1,1,1
4109,Joe Duffy,2,0,21,77,0.27,21,77,0,0,0,0,0,0.0,17,69,3,6,1,2,21,77,0,0,0,0
4109,Reza Madadi,2,0,7,25,0.28,7,25,0,0,0,0,4,0.0,6,21,1,2,0,2,6,23,1,2,0,0
4109,Joe Duffy,3,0,21,67,0.31,23,69,0,0,0,0,0,0.0,15,59,4,6,2,2,20,66,1,1,0,0
4109,Reza Madadi,3,0,17,31,0.54,17,31,0,0,0,0,5,0.0,12,25,5,6,0,0,14,28,3,3,0,0
4108,Darren Stewart,1,0,14,27,0.51,23,38,0,0,0,1,3,0.33,6,16,2,3,6,8,7,14,6,10,1,3
4108,Francimar Barroso,1,0,12,24,0.5,20,33,0,0,0,1,4,0.25,4,14,5,6,3,4,7,13,5,9,0,2
4108,Darren Stewart,2,0,6,11,0.54,13,18,0,0,0,0,1,0.0,2,5,2,2,2,4,1,5,5,6,0,0
4108,Francimar Barroso,2,0,8,15,0.53,17,25,0,0,0,6,6,1.0,3,10,3,3,2,2,4,9,3,5,1,1
4108,Darren Stewart,3,0,11,35,0.31,19,46,0,0,0,0,1,0.0,5,26,3,4,3,5,8,31,3,4,0,0
4108,Francimar Barroso,3,0,8,23,0.34,9,24,0,0,0,0,2,0.0,7,21,0,1,1,1,6,19,2,4,0,0
4107,Daniel Omielanczuk,1,0,21,29,0.72,31,40,0,0,0,0,0,0.0,6,12,10,11,5,6,13,19,8,10,0,0
4107,Tim Johnson,1,0,19,34,0.55,26,47,0,0,0,0,1,0.0,6,19,3,5,10,10,5,18,14,16,0,0
4107,Daniel Omielanczuk,2,0,17,32,0.53,30,47,0,0,0,0,0,0.0,11,26,3,3,3,3,15,30,2,2,0,0
4107,Tim Johnson,2,0,20,38,0.52,44,65,0,1,0,1,2,0.5,15,32,1,1,4,5,10,25,5,6,5,7
4107,Daniel Omielanczuk,3,0,16,32,0.5,33,49,0,0,0,0,2,0.0,8,23,6,7,2,2,7,22,9,10,0,0
4107,Tim Johnson,3,0,13,32,0.4,32,56,0,0,0,0,2,0.0,8,22,0,0,5,10,6,19,7,13,0,0
4106,Leon Edwards,1,0,9,19,0.47,11,21,0,0,0,0,3,0.0,6,16,1,1,2,2,7,17,2,2,0,0
4106,Vicente Luque,1,0,9,13,0.69,27,31,0,3,0,2,3,0.66,5,8,2,3,2,2,7,11,1,1,1,1
4106,Leon Edwards,2,0,9,18,0.5,23,37,0,1,0,2,4,0.5,6,12,3,6,0,0,6,10,2,5,1,3
4106,Vicente Luque,2,0,0,3,0.0,1,4,0,0,0,0,1,0.0,0,3,0,0,0,0,0,3,0,0,0,0
4106,Leon Edwards,3,0,35,65,0.53,43,77,0,0,0,1,5,0.2,26,53,8,10,1,2,31,59,4,5,0,1
4106,Vicente Luque,3,0,15,28,0.53,16,29,0,0,0,0,3,0.0,8,19,5,6,2,3,14,27,1,1,0,0
4105,Marc Diakiese,1,1,6,7,0.85,6,7,0,0,0,0,0,0.0,2,3,2,2,2,2,6,7,0,0,0,0
4105,Teemu Packalen,1,0,1,1,1.0,1,1,0,0,0,0,0,0.0,0,0,1,1,0,0,1,1,0,0,0,0
4104,Bradley Scott,1,1,24,53,0.45,26,55,0,0,0,0,0,0.0,10,33,7,12,7,8,19,46,3,5,2,2
